key;name;kreis_type;year;crime;crime_noasyl;total_solved;noasyl_solved;hom;arson
16067;Gotha;LK;2016;8896;8820;66,1;65,8;4;68
16068;Sömmerda;LK;2016;4262;4260;58,9;58,9;1;11
16069;Hildburghausen;LK;2016;2489;2484;68,4;68,4;1;17
16070;Ilm-Kreis;LK;2016;7729;7704;56,8;56,7;6;67
16071;Weimarer Land;LK;2016;4154;4141;64,3;64,2;1;17
16072;Sonneberg;LK;2016;3451;3448;71,2;71,1;4;35
16073;Saalfeld-Rudolstadt;LK;2016;6281;6158;68;67,4;0;41
16074;Saale-Holzland-Kreis;LK;2016;4148;4073;66,1;65,5;0;10
16075;Saale-Orla-Kreis;LK;2016;4554;4553;63,9;63,9;2;18
16076;Greiz;LK;2016;4889;4861;68,8;68,7;3;17
16077;Altenburger Land;LK;2016;6587;6334;67,9;66,6;1;29
01001;Flensburg;KfS;2015;10828;9430;60,2;54,4;0;44
01002;Kiel;KfS;2015;26078;25687;46,9;46,1;3;123
01003;Lübeck;KfS;2015;22881;22437;51,4;50,5;6;83
01004;Neumünster;KfS;2015;17418;9254;77,2;57,2;4;23
01051;Dithmarschen;K;2015;7345;7336;53,8;53,8;1;46
01053;Herzogtum Lauenburg;K;2015;10615;10576;49,6;49,4;4;70
01054;Nordfriesland;K;2015;8938;8823;51;50,4;3;59
01055;Ostholstein;K;2015;13543;12756;50;47;6;67
01056;Pinneberg;K;2015;19779;19687;46,4;46,1;9;65
01057;Plön;K;2015;5850;5843;47,6;47,5;2;21
01058;Rendsburg-Eckernförde;K;2015;13195;13084;52;51,6;2;50
01059;Schleswig-Flensburg;K;2015;9721;8290;61,2;54,5;2;42
01060;Segeberg;K;2015;15252;15197;45,5;45,3;6;61
01061;Steinburg;K;2015;7380;7362;50,1;50;3;37
01062;Stormarn;K;2015;13775;13671;41;40,5;3;78
02;Hamburg;KfS;2015;243313;237062;43,8;42,3;62;395
03101;Braunschweig;KfS;2015;25497;24708;58,6;57,2;5;38
03102;Salzgitter;KfS;2015;6379;6366;59,7;59,6;2;21
03103;Wolfsburg;KfS;2015;9606;9567;57,3;57,2;7;23
03151;Gifhorn;LK;2015;7756;7744;62,3;62,3;1;55
03152;Göttingen;LK;2015;21825;18603;63,2;56,9;5;50
03153;Goslar;LK;2015;9687;9625;61,6;61,4;4;33
03154;Helmstedt;LK;2015;5949;5913;64,1;63,9;2;31
03155;Northeim;LK;2015;7589;7550;66,8;66,6;2;38
03156;Osterode am Harz;LK;2015;4002;3997;68,1;68;2;13
03157;Peine;LK;2015;6547;6507;55,4;55,1;0;23
03158;Wolfenbüttel;LK;2015;4841;4826;57,1;57;3;40
03159;Göttingen, Landkreis;LK;2015;25827;22600;64,0;58,9;7;63
03241;Region Hannover;LK;2015;121119;117497;60,7;59,5;38;181
03251;Diepholz;LK;2015;11834;11807;59;58,9;6;43
03252;Hameln-Pyrmont;LK;2015;9560;9529;69,1;69;1;23
03254;Hildesheim;LK;2015;17443;17267;60,3;60;10;65
03255;Holzminden;LK;2015;3643;3629;67,7;67,5;2;13
03256;Nienburg (Weser);LK;2015;6345;6328;60,5;60,4;3;20
03257;Schaumburg;LK;2015;9520;9481;61,9;61,8;6;34
03351;Celle;LK;2015;13279;13250;66,5;66,4;8;84
03352;Cuxhaven;LK;2015;10404;10380;58;57,9;6;58
03353;Harburg;LK;2015;14639;14518;58,3;57,9;15;51
03354;Lüchow-Dannenberg;LK;2015;2785;2778;66,2;66,2;2;39
03355;Lüneburg;LK;2015;13130;13030;57,6;57,3;8;49
03356;Osterholz;LK;2015;6207;6191;58,6;58,5;1;23
03357;Rotenburg (Wümme);LK;2015;10205;10143;61,3;61,1;3;49
03358;Landkreis Heidekreis;LK;2015;11248;11175;62,7;62,5;3;56
03359;Stade;LK;2015;11825;11778;61,6;61,4;5;68
03360;Uelzen;LK;2015;6066;6003;64,9;64,6;8;46
03361;Verden;LK;2015;8690;8652;65,7;65,6;3;57
03401;Delmenhorst;KfS;2015;6609;6598;58,5;58,5;52;6
03402;Emden;KfS;2015;4598;4562;54,5;54,2;1;8
03403;Oldenburg (Oldenburg);KfS;2015;14598;14211;54,1;52,9;7;36
03404;Osnabrück;KfS;2015;17756;17443;58,1;57,3;11;29
03405;Wilhelmshaven;KfS;2015;10180;10157;63,7;63,7;1;16
03451;Ammerland;LK;2015;5013;5001;56,6;56,5;1;17
03452;Aurich;LK;2015;11174;11137;64,4;64,3;3;73
03453;Cloppenburg;LK;2015;7787;7756;63,5;63,4;1;36
03454;Emsland;LK;2015;18328;18244;62,5;62,3;9;64
03455;Friesland;LK;2015;5612;5605;60;59,9;0;37
03456;Grafschaft Bentheim;LK;2015;8309;7755;63,5;60,9;1;40
03457;Leer;LK;2015;9934;9590;65,1;64;1;49
03458;Oldenburg;LK;2015;6341;6306;58;57,7;14;16
03459;Osnabrück;LK;2015;23864;16559;71,5;58,9;7;70
03460;Vechta;LK;2015;7214;7191;54,3;54,1;3;11
03461;Wesermarsch;LK;2015;4967;4959;64,4;64,4;2;22
03462;Wittmund;LK;2015;3306;2942;69,6;65,9;1;24
04011;Bremen;KfS;2015;76978;74027;47,2;45,2;18;124
04012;Bremerhaven;KfS;2015;14091;14052;50,4;50,3;12;61
05111;Düsseldorf;KfS;2015;84260;78385;43,2;39;17;97
05112;Duisburg;KfS;2015;55604;55296;55,2;55;7;93
05113;Essen;KfS;2015;66407;65716;51,7;51,2;20;240
05114;Krefeld;KfS;2015;22965;22920;55,1;55,1;7;55
05116;Mönchengladbach;KfS;2015;23515;23385;51,5;51,2;9;78
05117;Mülheim an der Ruhr;KfS;2015;14518;14441;53,7;53,5;0;49
05119;Oberhausen;KfS;2015;18936;18843;54,3;54,1;4;20
05120;Remscheid;KfS;2015;7849;7832;59,6;59,5;4;15
05122;Solingen;KfS;2015;11408;11377;47,9;47,7;3;19
05124;Wuppertal;KfS;2015;37068;36827;53,7;53,4;8;59
05154;Kleve;K;2015;24242;22895;57,1;54,6;7;31
05158;Mettmann;K;2015;32491;32375;51,2;51;6;86
05162;Rhein-Kreis Neuss;K;2015;30788;30591;50,7;50,4;4;68
05166;Viersen;K;2015;18648;18377;52,2;51,5;4;62
05170;Wesel;K;2015;30240;30097;51,8;51,6;4;64
05314;Bonn;KfS;2015;36022;35337;46,5;45,5;5;46
05315;Köln;KfS;2015;155510;148618;43;40,4;40;212
05316;Leverkusen;KfS;2015;13958;13792;46,6;46;3;29
05334;Aachen;K;2015;56158;52769;49,5;46,2;18;146
05358;Düren;K;2015;18642;18531;52,3;52;5;79
05362;Rhein-Erft-Kreis;K;2015;35620;35463;46,4;46,2;9;70
05366;Euskirchen;K;2015;11441;11358;55,9;55,5;4;64
05370;Heinsberg;K;2015;17671;17633;49,9;49,8;0;40
05374;Oberbergischer Kreis;K;2015;12768;12752;56,1;56;1;79
05378;Rheinisch-Bergischer Kreis;K;2015;14564;14488;46,9;46,7;1;54
05382;Rhein-Sieg-Kreis;K;2015;34046;33833;47,9;47,6;3;106
05512;Bottrop;KfS;2015;8836;8820;49,3;49,2;5;32
05513;Gelsenkirchen;KfS;2015;26428;26348;48,4;48,3;11;44
05515;Münster;KfS;2015;29833;29293;43,1;42,1;2;25
05554;Borken;K;2015;24423;24331;50,7;50,5;2;97
05558;Coesfeld;K;2015;13739;13715;50,7;50,6;3;47
05562;Recklinghausen;K;2015;48407;48324;50,2;50,1;14;102
05566;Steinfurt;K;2015;26226;26124;51,1;50,9;7;98
05570;Warendorf;K;2015;14577;14530;51,2;51,1;1;24
05711;Bielefeld;KfS;2015;28029;27110;57,2;55,7;6;67
05754;Gütersloh;K;2015;18588;18527;50,6;50,4;7;57
05758;Herford;K;2015;12340;12318;55,1;55,1;3;43
05762;Höxter;K;2015;6882;6856;58,6;58,4;0;43
05766;Lippe;K;2015;15026;14972;57,5;57,3;5;69
05770;Minden-Lübbecke;K;2015;15929;15799;52,6;52,2;1;41
05774;Paderborn;K;2015;18143;17936;54,2;53,7;9;70
05911;Bochum;KfS;2015;38044;37855;50,9;50,7;8;48
05913;Dortmund;KfS;2015;83586;80911;50,8;49,2;18;114
05914;Hagen;KfS;2015;17126;16949;57,1;56,7;2;37
05915;Hamm;KfS;2015;15204;14963;51,1;50,3;2;55
05916;Herne;KfS;2015;15579;15547;48;47,9;3;34
05954;Ennepe-Ruhr-Kreis;K;2015;20841;20794;53,8;53,7;4;67
05958;Hochsauerlandkreis;K;2015;12744;12675;52,9;52,7;5;83
05962;Märkischer Kreis;K;2015;25516;25484;52,7;52,6;9;107
05966;Olpe;K;2015;6457;6430;59,8;59,6;0;31
05970;Siegen-Wittgenstein;K;2015;17852;17703;60,6;60,3;3;101
05974;Soest;K;2015;17508;17453;55;54,9;4;99
05978;Unna;K;2015;28646;28547;48,5;48,3;8;95
06411;Darmstadt;KfS;2015;11827;11524;61,5;60,5;4;34
06412;Frankfurt am Main;KfS;2015;118766;98151;61;52,8;41;212
06413;Offenbach am Main;KfS;2015;12849;12409;64,6;63,3;8;22
06414;Wiesbaden;KfS;2015;24194;23658;60,2;59,3;15;25
06431;Bergstraße;LK;2015;10484;10364;58,9;58,5;15;65
06432;Darmstadt-Dieburg;LK;2015;9918;9833;57,7;57,3;4;49
06433;Groß-Gerau;LK;2015;11308;10992;60,8;59,6;12;48
06434;Hochtaunuskreis;LK;2015;11263;11199;56,7;56,4;6;50
06435;Main-Kinzig-Kreis;LK;2015;19252;18588;59,3;57,8;12;101
06436;Main-Taunus-Kreis;LK;2015;11691;11569;57,5;57,1;4;36
06437;Odenwaldkreis;LK;2015;2502;2480;67,5;67,2;0;17
06438;Offenbach;LK;2015;17039;16597;54,6;53,4;8;65
06439;Rheingau-Taunus-Kreis;LK;2015;5980;5905;57,3;56,8;3;23
06440;Wetteraukreis;LK;2015;12510;12434;56,6;56,3;15;59
06531;Gießen;LK;2015;25010;17810;70,2;58,2;20;74
06532;Lahn-Dill-Kreis;LK;2015;9838;9781;62,9;62,7;13;51
06533;Limburg-Weilburg;LK;2015;8599;8534;61,7;61,4;12;33
06534;Marburg-Biedenkopf;LK;2015;10495;10438;62,6;62,4;5;63
06535;Vogelsbergkreis;LK;2015;3801;3788;63,7;63,5;4;50
06611;Kassel;KfS;2015;20931;20261;55,1;53,6;11;40
06631;Fulda;LK;2015;9140;8603;64,8;62,6;6;46
06632;Hersfeld-Rotenburg;LK;2015;5352;5296;63,2;62,8;4;18
06633;Kassel;LK;2015;7276;7250;55,9;55,7;7;44
06634;Schwalm-Eder-Kreis;LK;2015;6754;6735;60,8;60,7;1;46
06635;Waldeck-Frankenberg;LK;2015;5392;5376;58,1;58;5;37
06636;Werra-Meißner-Kreis;LK;2015;4566;4509;63;62,6;3;37
07111;Koblenz;KfS;2015;13758;13559;49,2;48,4;4;45
07131;Ahrweiler;LK;2015;8958;8934;55,7;55,6;0;39
07132;Altenkirchen (Westerwald);LK;2015;7752;7729;70,6;70,6;1;30
07133;Bad Kreuznach;LK;2015;10969;10895;66,7;66,4;3;51
07134;Birkenfeld;LK;2015;4485;4473;64,9;64,9;1;38
07135;Cochem-Zell;LK;2015;2811;2808;61,2;61,2;0;19
07137;Mayen-Koblenz;LK;2015;11255;11234;59,9;59,8;4;57
07138;Neuwied;LK;2015;11194;11159;61,8;61,7;2;44
07140;Rhein-Hunsrück-Kreis;LK;2015;5946;4901;66,7;59,6;2;22
07141;Rhein-Lahn-Kreis;LK;2015;5789;5756;63,3;63,1;0;39
07143;Westerwaldkreis;LK;2015;8957;8931;60,5;60,4;0;43
07211;Trier;KfS;2015;17870;9741;78,7;61;0;24
07231;Bernkastel-Wittlich;LK;2015;5500;5487;67,3;67,2;0;30
07232;Eifelkreis Bitburg-Prüm;LK;2015;4714;4582;66,9;65,9;0;29
07233;Vulkaneifel;LK;2015;2959;2943;65,9;65,7;2;17
07235;Trier-Saarburg;LK;2015;5585;4805;66,7;61,3;0;26
07311;Frankenthal (Pfalz);KfS;2015;4238;4228;60,6;60,5;2;11
07312;Kaiserslautern;KfS;2015;12857;12670;64,7;64,2;4;30
07313;Landau in der Pfalz;KfS;2015;4468;4419;58,5;58;0;15
07314;Ludwigshafen am Rhein;KfS;2015;17655;17474;60,3;59,9;3;33
07315;Mainz;KfS;2015;20810;20506;61;60,5;3;26
07316;Neustadt an der Weinstraße;KfS;2015;4258;4194;61,4;60,8;2;12
07317;Pirmasens;KfS;2015;4011;3997;69,4;69,3;1;23
07318;Speyer;KfS;2015;4960;4960;55,8;55,8;1;10
07319;Worms;KfS;2015;8019;8000;61,1;61;3;15
07320;Zweibrücken;KfS;2015;2533;2531;66,2;66,2;0;11
07331;Alzey-Worms;LK;2015;6184;6171;66,3;66,2;2;25
07332;Bad Dürkheim;LK;2015;7305;7278;57,6;57,5;1;44
07333;Donnersbergkreis;LK;2015;3895;3887;68,4;68,3;3;18
07334;Germersheim;LK;2015;7089;7017;64,3;64;3;50
07335;Kaiserslautern;LK;2015;4832;4812;61,5;61,3;0;32
07336;Kusel;LK;2015;3153;3139;59,8;59,6;0;30
07337;Südliche Weinstraße;LK;2015;5127;5117;58,7;58,6;1;40
07338;Rhein-Pfalz-Kreis;LK;2015;7311;7294;55,4;55,3;1;41
07339;Mainz-Bingen;LK;2015;12270;10769;65,8;61;5;38
07340;Südwestpfalz;LK;2015;3021;3017;59,5;59,5;1;37
08111;Stuttgart;SK;2015;66450;60668;64,3;61;16;106
08115;Böblingen;LK;2015;16921;16739;62,1;61,7;16;54
08116;Esslingen;LK;2015;23893;21669;59,8;55,7;16;71
08117;Göppingen;LK;2015;9187;9127;61;60,7;7;39
08118;Ludwigsburg;LK;2015;24106;23985;58,6;58,4;11;77
08119;Rems-Murr-Kreis;LK;2015;21116;20985;59,7;59,5;11;107
08121;Heilbronn;SK;2015;9102;8959;59,6;59;7;25
08125;Heilbronn;LK;2015;11345;11275;55,3;55;8;62
08126;Hohenlohekreis;LK;2015;4299;4284;56,9;56,8;2;24
08127;Schwäbisch Hall;LK;2015;7626;7588;61;60,8;5;38
08128;Main-Tauber-Kreis;LK;2015;5121;5099;59,9;59,8;2;34
08135;Heidenheim;LK;2015;5231;5214;62,8;62,7;4;27
08136;Ostalbkreis;LK;2015;13908;13816;59,5;59,2;7;116
08211;Baden-Baden;SK;2015;4630;4567;63;62,5;1;14
08212;Karlsruhe;SK;2015;33323;31501;56,9;54,4;12;49
08215;Karlsruhe;LK;2015;16803;16731;53,4;53,2;6;65
08216;Rastatt;LK;2015;10943;10757;61,4;60,8;3;60
08221;Heidelberg;SK;2015;15194;14346;55,7;53,1;4;43
08222;Mannheim;SK;2015;34943;33832;56,7;55,3;9;52
08225;Neckar-Odenwald-Kreis;LK;2015;4655;4632;65,6;65,5;1;26
08226;Rhein-Neckar-Kreis;LK;2015;24053;23816;54,4;53,9;7;64
08231;Pforzheim;SK;2015;9751;9721;63;62,9;3;15
08235;Calw;LK;2015;4928;4895;63,3;63;1;30
08236;Enzkreis;LK;2015;5846;5828;53,7;53,6;3;31
08237;Freudenstadt;LK;2015;4358;4338;64,5;64,3;5;18
08311;Freiburg im Breisgau;SK;2015;29545;28442;60,3;58,8;5;64
08315;Breisgau-Hochschwarzwald;LK;2015;12606;12181;56,6;55,1;5;51
08316;Emmendingen;LK;2015;6450;6414;60,6;60,4;3;35
08317;Ortenaukreis;LK;2015;27228;24867;59,4;55,5;12;105
08325;Rottweil;LK;2015;4803;4787;63,7;63,5;4;19
08326;Schwarzwald-Baar-Kreis;LK;2015;8786;8733;62,1;61,9;2;30
08327;Tuttlingen;LK;2015;6081;6038;64,2;63,9;7;24
08335;Konstanz;LK;2015;18944;17442;62,7;59,5;4;62
08336;Lörrach;LK;2015;20698;17579;64,6;58,3;5;51
08337;Waldshut;LK;2015;7491;7363;64,3;63,7;4;37
08415;Reutlingen;LK;2015;12769;12645;60,6;60,2;4;48
08416;Tübingen;LK;2015;9833;9752;55,5;55,1;4;37
08417;Zollernalbkreis;LK;2015;7676;7647;62,4;62,2;3;32
08421;Ulm;SK;2015;12151;11435;64,2;61,9;9;14
08425;Alb-Donau-Kreis;LK;2015;7616;7586;68,4;68,3;1;21
08426;Biberach;LK;2015;6747;6730;59,1;59;4;32
08435;Bodenseekreis;LK;2015;9960;9773;61,3;60,6;3;31
08436;Ravensburg;LK;2015;13445;12972;60,6;59,1;4;42
08437;Sigmaringen;LK;2015;5079;5069;61,4;61,4;4;25
09161;Ingolstadt;KfS;2015;10687;10325;66,3;65,1;3;26
09162;München;KfS;2015;133672;92428;73,3;61,4;23;139
09163;Rosenheim;KfS;2015;5654;5323;68,3;66,3;7;10
09171;Altötting;LK;2015;5476;4369;70;62,4;5;12
09172;Berchtesgadener Land;LK;2015;27810;4052;94,8;64,9;3;7
09173;Bad Tölz-Wolfratshausen;LK;2015;4119;4100;62,9;62,7;0;16
09174;Dachau;LK;2015;5306;4982;59,1;56,5;3;8
09175;Ebersberg;LK;2015;4231;4185;57,8;57,3;1;20
09176;Eichstätt;LK;2015;3049;3011;63,9;63,5;3;12
09177;Erding;LK;2015;5677;5454;66,1;64,7;4;15
09178;Freising;LK;2015;10456;7046;75,4;63,5;3;15
09179;Fürstenfeldbruck;LK;2015;7234;7167;58,7;58,3;5;19
09180;Garmisch-Partenkirchen;LK;2015;4102;3527;66,3;60,8;4;8
09181;Landsberg am Lech;LK;2015;3986;3917;65;64,4;1;11
09182;Miesbach;LK;2015;3666;3550;60,1;58,8;3;15
09183;Mühldorf a.Inn;LK;2015;4127;3924;65,2;63,4;1;14
09184;München;LK;2015;11703;11497;53,6;52,8;5;39
09185;Neuburg-Schrobenhausen;LK;2015;3359;3315;67,4;67;4;11
09186;Pfaffenhofen a.d.Ilm;LK;2015;4424;4398;63,3;63,1;4;26
09187;Rosenheim;LK;2015;31449;8661;90,7;66,5;6;36
09188;Starnberg;LK;2015;4623;4578;58,5;58,1;5;21
09189;Traunstein;LK;2015;7343;6326;68,3;63,2;4;36
09190;Weilheim-Schongau;LK;2015;4600;4576;68,2;68;3;15
09261;Landshut;KfS;2015;7734;7242;60,9;58,2;0;14
09262;Passau;KfS;2015;18818;4166;91,1;60,3;5;3
09263;Straubing;KfS;2015;3890;3845;66,9;66,5;1;9
09271;Deggendorf;LK;2015;19335;5208;90,6;65,4;4;20
09272;Freyung-Grafenau;LK;2015;2130;2007;79;77,7;2;9
09273;Kelheim;LK;2015;3625;3589;66,2;65,8;0;21
09274;Landshut;LK;2015;4361;4288;67,8;67,3;2;21
09275;Passau;LK;2015;44925;5139;96,2;67,5;6;18
09276;Regen;LK;2015;2299;2236;74,8;74,1;3;21
09277;Rottal-Inn;LK;2015;10640;3581;88,1;64,9;6;19
09278;Straubing-Bogen;LK;2015;3006;2576;69,4;64,4;0;10
09279;Dingolfing-Landau;LK;2015;3119;3015;64,7;63,5;1;13
09361;Amberg;KfS;2015;2961;2851;67,2;65,9;1;9
09362;Regensburg;KfS;2015;19305;13766;70,9;59,2;5;15
09363;Weiden i.d.OPf.;KfS;2015;4048;3301;72,6;66,5;2;5
09371;Amberg-Sulzbach;LK;2015;2676;2630;65,1;64,5;1;12
09372;Cham;LK;2015;3922;3569;74;71,4;1;20
09373;Neumarkt i.d.OPf.;LK;2015;4330;4172;65,7;64,4;2;19
09374;Neustadt a.d.Waldnaab;LK;2015;4332;2873;80,7;71,3;3;20
09375;Regensburg;LK;2015;4757;4606;65,8;64,7;4;13
09376;Schwandorf;LK;2015;5204;5117;70,5;70;1;16
09377;Tirschenreuth;LK;2015;2454;2371;73,3;72,3;0;15
09461;Bamberg;KfS;2015;6314;6205;63,2;62,5;5;12
09462;Bayreuth;KfS;2015;5563;4873;71,1;67;10;19
09463;Coburg;KfS;2015;3435;3415;70;69,8;7;11
09464;Hof;KfS;2015;4562;3875;75;70,6;8;13
09471;Bamberg;LK;2015;3929;3639;71;68,6;3;25
09472;Bayreuth;LK;2015;3142;2766;74,7;71,3;5;20
09473;Coburg;LK;2015;3094;2953;73,9;72,6;6;13
09474;Forchheim;LK;2015;3663;3519;72;70,8;3;8
09475;Hof;LK;2015;5386;4086;80;73,7;1;25
09476;Kronach;LK;2015;2533;2467;76,4;75,8;5;16
09477;Kulmbach;LK;2015;2685;2565;76,6;75,5;1;8
09478;Lichtenfels;LK;2015;2940;2920;72,8;72,6;2;13
09479;Wunsiedel i.Fichtelgebirge;LK;2015;4365;3938;77,3;74,9;10;9
09561;Ansbach;KfS;2015;3130;3049;71,4;70,6;5;12
09562;Erlangen;KfS;2015;6420;6336;62,8;62,3;2;20
09563;Fürth;KfS;2015;6035;5998;68,1;67,9;7;14
09564;Nürnberg;KfS;2015;48359;45946;64,5;62,7;24;44
09565;Schwabach;KfS;2015;1889;1870;61;60,6;1;3
09571;Ansbach;LK;2015;5713;5691;62,4;62,3;8;27
09572;Erlangen-Höchstadt;LK;2015;3681;3611;60,2;59,4;1;10
09573;Fürth;LK;2015;2892;2498;69,4;64,5;2;4
09574;Nürnberger Land;LK;2015;6083;5879;63,9;62,6;3;39
09575;Neustadt a.d.Aisch-Bad Windsheim;LK;2015;2868;2852;64,8;64,6;2;18
09576;Roth;LK;2015;3918;3845;58,2;57,4;1;15
09577;Weißenburg-Gunzenhausen;LK;2015;3468;3405;76,3;75,9;0;26
09661;Aschaffenburg;KfS;2015;5972;5538;71;68,8;6;5
09662;Schweinfurt;KfS;2015;12851;4021;90,1;68,2;7;11
09663;Würzburg;KfS;2015;12126;10300;73,9;69,3;8;17
09671;Aschaffenburg;LK;2015;4813;4619;68,2;66,9;4;13
09672;Bad Kissingen;LK;2015;3471;3443;71,1;70,9;4;7
09673;Rhön-Grabfeld;LK;2015;2642;2630;70,1;70;3;10
09674;Haßberge;LK;2015;2766;2761;69;69;3;15
09675;Kitzingen;LK;2015;3499;3407;65,4;64,5;0;18
09676;Miltenberg;LK;2015;4031;3961;73;72,6;1;7
09677;Main-Spessart;LK;2015;3873;3794;71,1;70,5;3;21
09678;Schweinfurt;LK;2015;2744;2702;63,3;62,7;1;10
09679;Würzburg;LK;2015;3781;3632;66,4;65;2;23
09761;Augsburg;KfS;2015;25659;22475;72,8;68,9;11;31
09762;Kaufbeuren;KfS;2015;2565;2558;71,7;71,6;5;7
09763;Kempten (Allgäu);KfS;2015;4313;4187;73,2;72,3;7;6
09764;Memmingen;KfS;2015;3090;2937;63;61;2;6
09771;Aichach-Friedberg;LK;2015;3813;3290;70,9;66,2;2;9
09772;Augsburg;LK;2015;8054;7511;67,4;65;0;17
09773;Dillingen a.d.Donau;LK;2015;3770;2729;76,7;68,7;2;22
09774;Günzburg;LK;2015;5479;5127;68,4;66,3;1;23
09775;Neu-Ulm;LK;2015;8551;8334;66,1;65,2;9;16
09776;Lindau (Bodensee);LK;2015;4143;3341;72,2;65,5;1;14
09777;Ostallgäu;LK;2015;4535;4190;74,2;72,1;2;18
09778;Unterallgäu;LK;2015;3962;3810;66,3;65;2;20
09779;Donau-Ries;LK;2015;4968;3748;73,2;64,5;2;16
09780;Oberallgäu;LK;2015;4827;4762;71,2;70,8;9;14
10041;Regionalverband Saarbrücken;RV;2015;33230;30842;57,3;54;13;106
10042;Merzig-Wadern;LK;2015;5654;5624;57,8;57,6;4;39
10043;Neunkirchen;LK;2015;7428;7420;57,5;57,4;0;39
10044;Saarlouis;LK;2015;18105;12444;67,8;53,2;6;68
10045;Saarpfalz-Kreis;LK;2015;7656;7596;50,6;50,2;3;46
10046;St. Wendel;LK;2015;3292;3285;52,5;52,4;0;23
11;Berlin;KfS;2015;569550;559563;43,9;42,9;112;841
12051;Brandenburg an der Havel;KfS;2015;8763;8735;47;46,9;2;47
12052;Cottbus;KfS;2015;10741;10648;52,4;52;5;43
12053;Frankfurt (Oder);KfS;2015;6080;5311;60,5;55,4;1;13
12054;Potsdam;KfS;2015;17425;17208;44,7;44;2;63
12060;Barnim;LK;2015;12119;12085;53;52,8;7;94
12061;Dahme-Spreewald;LK;2015;13692;12331;56,4;51,8;8;99
12062;Elbe-Elster;LK;2015;6305;6295;52,1;52,1;1;51
12063;Havelland;LK;2015;10866;10848;49,8;49,8;4;59
12064;Märkisch-Oderland;LK;2015;12382;12319;54,3;54;1;82
12065;Oberhavel;LK;2015;13023;12939;54,3;54;5;153
12066;Oberspreewald-Lausitz;LK;2015;9566;9549;48;47,9;2;25
12067;Oder-Spree;LK;2015;12899;12410;55,4;54,8;8;52
12068;Ostprignitz-Ruppin;LK;2015;7462;7445;60,3;60,2;2;81
12069;Potsdam-Mittelmark;LK;2015;12851;12809;47,8;47,6;8;90
12070;Prignitz;LK;2015;5035;4999;59,7;59,5;2;53
12071;Spree-Neiße;LK;2015;8097;7982;51,5;50,8;2;59
12072;Teltow-Fläming;LK;2015;11495;11456;53,5;53,4;1;88
12073;Uckermark;LK;2015;9002;8947;57,2;56,9;6;75
13003;Rostock;KfS;2015;20022;19240;57,3;55,6;5;92
13004;Schwerin;KfS;2015;9650;9537;61,9;61,5;2;25
13071;Mecklenburgische Seenplatte;LK;2015;16734;16463;62,7;62,1;3;73
13072;Landkreis Rostock;LK;2015;11403;11354;58,7;58,6;4;89
13073;Vorpommern-Rügen;LK;2015;15032;14908;62,5;62,2;1;79
13074;Nordwestmecklenburg;LK;2015;9966;9889;59,8;59,6;5;111
13075;Vorpommern-Greifswald;LK;2015;16403;16247;55,7;55,2;7;138
13076;Ludwigslust-Parchim;LK;2015;17382;12155;72,9;61,3;2;104
14511;Chemnitz;KfS;2015;27791;22995;64,6;57,4;6;99
14521;Erzgebirgskreis;LK;2015;12811;12573;63,4;62,8;2;88
14522;Mittelsachsen;LK;2015;14704;14652;60,6;60,5;4;124
14523;Vogtlandkreis;LK;2015;13609;12887;63,5;61,5;4;108
14524;Zwickau;LK;2015;17957;17713;58;57,5;7;117
14612;Dresden;KfS;2015;56555;55668;52,7;52;19;138
14625;Bautzen;LK;2015;16016;15944;56,9;56,7;3;169
14626;Görlitz;LK;2015;22963;21463;58,6;55,7;4;119
14627;Meißen;LK;2015;12920;12869;56;55,8;6;59
14628;Sächsische Schweiz-Osterzgebirge;LK;2015;17777;11650;74,3;61,3;4;63
14713;Leipzig;KfS;2015;73614;72694;46;45,3;22;213
14729;Leipzig;LK;2015;15847;15788;51,3;51,2;13;85
14730;Nordsachsen;LK;2015;12212;12114;52,6;52,3;4;47
15001;Dessau-Roßlau;KfS;2015;10036;10016;56,3;56,3;1;55
15002;Halle (Saale);KfS;2015;32885;31708;50,6;48,8;11;81
15003;Magdeburg;KfS;2015;28440;28272;52;51,7;4;58
15081;Altmarkkreis Salzwedel;LK;2015;5031;5019;59,4;59,3;2;78
15082;Anhalt-Bitterfeld;LK;2015;13288;13263;53,5;53,4;6;70
15083;Börde;LK;2015;10209;10194;57,3;57,2;6;60
15084;Burgenlandkreis;LK;2015;14968;14941;58,2;58,2;3;100
15085;Harz;LK;2015;19319;14373;63,4;50,8;8;122
15086;Jerichower Land;LK;2015;6924;6891;58,5;58,3;5;37
15087;Mansfeld-Südharz;LK;2015;10419;10406;58;57,9;4;50
15088;Saalekreis;LK;2015;15024;14982;49,7;49,6;8;53
15089;Salzlandkreis;LK;2015;13034;13006;54,2;54,1;4;81
15090;Stendal;LK;2015;8334;8160;59;58,1;3;61
15091;Wittenberg;LK;2015;9928;9901;53,3;53,1;5;83
16051;Erfurt;KfS;2015;21005;20723;62,7;62,2;7;55
16052;Gera;KfS;2015;9826;9641;65,4;64,8;1;21
16053;Jena;KfS;2015;7046;6943;60;59,4;2;16
16054;Suhl;KfS;2015;3937;2726;75,7;64,9;0;15
16055;Weimar;KfS;2015;6247;6232;56,3;56,2;1;13
16056;Eisenach;KfS;2015;4017;3994;64,7;64,5;0;5
16061;Eichsfeld;LK;2015;4051;4028;64,4;64,2;1;21
