key;name;kreis_type;year;crime;crime_noasyl;total_solved;noasyl_solved;hom;arson
16062;Nordhausen;LK;2015;5694;5659;63,8;63,7;5;23
16063;Wartburgkreis;LK;2015;4759;4753;65,1;65;0;39
16064;Unstrut-Hainich-Kreis;LK;2015;5814;5802;67,5;67,4;2;45
16065;Kyffhäuserkreis;LK;2015;4287;4282;66;66;2;29
16066;Schmalkalden-Meiningen;LK;2015;6222;6147;68,8;68,4;3;62
16067;Gotha;LK;2015;7945;7821;64,1;63,6;3;45
16068;Sömmerda;LK;2015;3622;3619;64,3;64,3;4;11
16069;Hildburghausen;LK;2015;2735;2727;70,4;70,3;0;34
16070;Ilm-Kreis;LK;2015;6284;6259;60,5;60,3;2;42
16071;Weimarer Land;LK;2015;3975;3967;63,7;63,7;0;15
16072;Sonneberg;LK;2015;3208;3203;71,6;71,6;1;13
16073;Saalfeld-Rudolstadt;LK;2015;6596;6460;69,5;68,9;3;42
16074;Saale-Holzland-Kreis;LK;2015;4561;4480;63,3;62,6;0;11
16075;Saale-Orla-Kreis;LK;2015;4719;4691;66,6;66,4;0;21
16076;Greiz;LK;2015;4866;4844;66,5;66,4;2;14
16077;Altenburger Land;LK;2015;7399;7359;63,4;63,2;1;22
01001;Flensburg;KfS;2014;9754;9139;55,9;52,9;4;43
01002;Kiel;KfS;2014;24380;24226;46,7;46,4;6;61
01003;Lübeck;KfS;2014;24907;24603;51,9;51,3;6;75
01004;Neumünster;KfS;2014;13078;9102;68;54,1;1;13
01051;Dithmarschen;K;2014;7189;7184;51,5;51,4;2;56
01053;Herzogtum Lauenburg;K;2014;10774;10730;50,5;50,3;0;71
01054;Nordfriesland;K;2014;9190;9155;51,5;51,3;7;35
01055;Ostholstein;K;2014;14109;13316;50,4;47,4;4;107
01056;Pinneberg;K;2014;20355;20304;47,7;47,6;7;74
01057;Plön;K;2014;6353;6347;48,2;48,2;1;18
01058;Rendsburg-Eckernförde;K;2014;15047;14966;54;53,8;3;78
01059;Schleswig-Flensburg;K;2014;10118;8502;60,3;52,8;2;41
01060;Segeberg;K;2014;15823;15791;45,9;45,8;7;89
01061;Steinburg;K;2014;7805;7797;50,7;50,7;3;39
01062;Stormarn;K;2014;13419;13367;43;42,8;6;84
02;Hamburg;KfS;2014;239541;235301;43,8;42,8;47;416
03101;Braunschweig;KfS;2014;25074;24634;59,9;59,2;11;57
03102;Salzgitter;KfS;2014;6510;6495;61,1;61;6;25
03103;Wolfsburg;KfS;2014;8844;8794;56,7;56,5;11;25
03151;Gifhorn;LK;2014;7749;7736;60,6;60,6;3;54
03152;Göttingen;LK;2014;20772;18373;63,5;58,8;44;38
03153;Goslar;LK;2014;10025;9979;64,9;64,7;11;39
03154;Helmstedt;LK;2014;6052;6018;62,4;62,1;3;25
03155;Northeim;LK;2014;6986;6964;66,4;66,3;8;37
03156;Osterode am Harz;LK;2014;4241;4232;69,3;69,2;2;19
03157;Peine;LK;2014;6660;6570;58,8;58,2;1;32
03158;Wolfenbüttel;LK;2014;5154;5139;61,3;61,1;1;23
03159;Göttingen, Landkreis;LK;2014;25013;22605;64,5;60,7;46;57
03241;Region Hannover;LK;2014;116719;114846;60,6;60;29;231
03251;Diepholz;LK;2014;12149;12130;59,6;59,5;8;78
03252;Hameln-Pyrmont;LK;2014;9677;9626;67,8;67,6;2;43
03254;Hildesheim;LK;2014;17375;17310;61,6;61,4;5;48
03255;Holzminden;LK;2014;3667;3655;68,7;68,6;3;13
03256;Nienburg (Weser);LK;2014;6646;6629;57,1;57;7;23
03257;Schaumburg;LK;2014;10419;10353;64,6;64,4;1;28
03351;Celle;LK;2014;11807;11791;65,8;65,8;11;50
03352;Cuxhaven;LK;2014;10663;10638;59,7;59,6;4;60
03353;Harburg;LK;2014;13532;13402;58,3;57,9;12;57
03354;Lüchow-Dannenberg;LK;2014;2348;2339;61,7;61,5;2;22
03355;Lüneburg;LK;2014;12038;11984;55,9;55,7;6;43
03356;Osterholz;LK;2014;5752;5749;59,9;59,8;4;23
03357;Rotenburg (Wümme);LK;2014;10185;10143;61,2;61;1;62
03358;Landkreis Heidekreis;LK;2014;10815;10733;64,8;64,6;9;52
03359;Stade;LK;2014;12112;12064;61,8;61,7;3;50
03360;Uelzen;LK;2014;5274;5240;60,6;60,3;3;30
03361;Verden;LK;2014;8884;8839;64,5;64,3;6;43
03401;Delmenhorst;KfS;2014;6528;6517;59,9;59,8;6;23
03402;Emden;KfS;2014;4321;4306;53;52,8;1;16
03403;Oldenburg (Oldenburg);KfS;2014;14124;14045;54,8;54,6;6;40
03404;Osnabrück;KfS;2014;19145;18979;57,5;57,1;10;49
03405;Wilhelmshaven;KfS;2014;9353;9335;62,1;62;2;18
03451;Ammerland;LK;2014;5448;5439;58,3;58,2;1;17
03452;Aurich;LK;2014;10958;10931;64,2;64,1;5;110
03453;Cloppenburg;LK;2014;8153;8125;61,5;61,4;5;23
03454;Emsland;LK;2014;18148;18088;60,4;60,2;8;73
03455;Friesland;LK;2014;5856;5846;62,5;62,4;2;21
03456;Grafschaft Bentheim;LK;2014;9149;8675;62,9;60,9;4;43
03457;Leer;LK;2014;9631;9298;63,5;62,2;2;47
03458;Oldenburg;LK;2014;6686;6646;57,8;57,7;4;28
03459;Osnabrück;LK;2014;17008;16874;57,4;57;7;71
03460;Vechta;LK;2014;8096;8056;52,1;51,9;3;22
03461;Wesermarsch;LK;2014;5256;5243;61,3;61,2;3;15
03462;Wittmund;LK;2014;3228;3221;66,1;66;1;24
04011;Bremen;KfS;2014;70781;69531;45,3;44,4;14;129
04012;Bremerhaven;KfS;2014;12819;12777;48,4;48,2;12;40
05111;Düsseldorf;KfS;2014;86071;83239;42,3;40,3;17;107
05112;Duisburg;KfS;2014;50482;50230;53,9;53,7;8;95
05113;Essen;KfS;2014;62283;62101;50;49,8;18;192
05114;Krefeld;KfS;2014;23290;23261;56;55,9;9;47
05116;Mönchengladbach;KfS;2014;22409;22312;51,4;51,2;5;44
05117;Mülheim an der Ruhr;KfS;2014;13570;13554;51,4;51,3;1;65
05119;Oberhausen;KfS;2014;18938;18859;56,5;56,3;6;32
05120;Remscheid;KfS;2014;7888;7884;55,8;55,8;1;16
05122;Solingen;KfS;2014;11995;11986;47,4;47,4;6;14
05124;Wuppertal;KfS;2014;33637;33527;54,3;54,2;7;49
05154;Kleve;K;2014;22873;21154;57,4;54,1;9;37
05158;Mettmann;K;2014;33465;33409;53;52,9;6;75
05162;Rhein-Kreis Neuss;K;2014;32201;32145;50,8;50,8;10;56
05166;Viersen;K;2014;18481;18310;54,4;54;7;48
05170;Wesel;K;2014;31423;31364;49,9;49,8;2;76
05314;Bonn;KfS;2014;35781;35516;47,3;46,9;11;69
05315;Köln;KfS;2014;157113;153254;43,4;42;25;232
05316;Leverkusen;KfS;2014;14786;14728;44;43,7;3;20
05334;Aachen;K;2014;53428;50352;50,4;47,4;17;137
05358;Düren;K;2014;18134;18064;53,2;53;7;85
05362;Rhein-Erft-Kreis;K;2014;36270;36207;47,6;47,5;5;105
05366;Euskirchen;K;2014;11161;11129;54,6;54,5;3;40
05370;Heinsberg;K;2014;17539;17512;51,5;51,4;4;50
05374;Oberbergischer Kreis;K;2014;13470;13458;55,9;55,9;7;70
05378;Rheinisch-Bergischer Kreis;K;2014;15189;15160;46,5;46,4;1;60
05382;Rhein-Sieg-Kreis;K;2014;34970;34851;47;46,9;9;89
05512;Bottrop;KfS;2014;9171;9163;49,6;49,6;0;24
05513;Gelsenkirchen;KfS;2014;25950;25921;45,5;45,4;7;39
05515;Münster;KfS;2014;30505;30096;43,1;42,3;7;37
05554;Borken;K;2014;24619;24563;48,3;48,2;6;129
05558;Coesfeld;K;2014;12729;12716;47,9;47,9;4;24
05562;Recklinghausen;K;2014;50783;50734;51,1;51;16;126
05566;Steinfurt;K;2014;26428;26350;50,3;50,2;10;57
05570;Warendorf;K;2014;14596;14550;53,5;53,4;1;56
05711;Bielefeld;KfS;2014;27942;27466;57,9;57,2;10;80
05754;Gütersloh;K;2014;18253;18195;51;50,9;4;41
05758;Herford;K;2014;13152;13131;53,2;53,1;7;35
05762;Höxter;K;2014;7052;7032;60,1;60;3;22
05766;Lippe;K;2014;14294;14272;57,6;57,5;13;79
05770;Minden-Lübbecke;K;2014;17091;16985;53,7;53,4;5;36
05774;Paderborn;K;2014;18703;18612;51,4;51,2;5;80
05911;Bochum;KfS;2014;36920;36775;51;50,8;5;65
05913;Dortmund;KfS;2014;86549;84967;50,3;49,3;14;127
05914;Hagen;KfS;2014;16148;16069;56,4;56,2;3;28
05915;Hamm;KfS;2014;15152;14895;50,3;49,5;4;29
05916;Herne;KfS;2014;14175;14154;48,8;48,8;2;30
05954;Ennepe-Ruhr-Kreis;K;2014;20690;20643;54,7;54,6;4;56
05958;Hochsauerlandkreis;K;2014;13212;13172;52,9;52,8;1;88
05962;Märkischer Kreis;K;2014;25825;25801;52,8;52,8;6;107
05966;Olpe;K;2014;6861;6831;60,6;60,4;0;42
05970;Siegen-Wittgenstein;K;2014;16991;16920;60,6;60,4;4;50
05974;Soest;K;2014;18738;18689;54,8;54,7;6;122
05978;Unna;K;2014;28501;28457;48,9;48,8;4;134
06411;Darmstadt;KfS;2014;11008;10888;62;61,6;5;53
06412;Frankfurt am Main;KfS;2014;118796;102126;60,9;54,6;29;265
06413;Offenbach am Main;KfS;2014;12709;12482;62,5;61,8;7;28
06414;Wiesbaden;KfS;2014;23742;23531;56,2;55,8;18;47
06431;Bergstraße;LK;2014;9873;9828;58,1;58;5;39
06432;Darmstadt-Dieburg;LK;2014;9472;9407;58,1;57,8;5;27
06433;Groß-Gerau;LK;2014;10476;10404;64;63,7;10;62
06434;Hochtaunuskreis;LK;2014;11853;11787;55,5;55,2;14;34
06435;Main-Kinzig-Kreis;LK;2014;18639;18081;57,8;56,5;10;113
06436;Main-Taunus-Kreis;LK;2014;11084;11004;57,4;57,1;10;16
06437;Odenwaldkreis;LK;2014;2463;2457;67,8;67,8;2;31
06438;Offenbach;LK;2014;16219;16028;55,2;54,6;11;59
06439;Rheingau-Taunus-Kreis;LK;2014;6110;6069;60,3;60,1;3;23
06440;Wetteraukreis;LK;2014;12853;12780;56,5;56,2;9;66
06531;Gießen;LK;2014;21166;13778;70,9;55,4;19;74
06532;Lahn-Dill-Kreis;LK;2014;9367;9315;62,1;61,8;29;49
06533;Limburg-Weilburg;LK;2014;8436;8366;60,5;60,2;17;34
06534;Marburg-Biedenkopf;LK;2014;10009;9978;60,2;60,1;10;40
06535;Vogelsbergkreis;LK;2014;3746;3736;63,1;63;2;40
06611;Kassel;KfS;2014;21009;20564;54,4;53,4;7;59
06631;Fulda;LK;2014;9567;9356;62,3;61,5;5;54
06632;Hersfeld-Rotenburg;LK;2014;5883;5830;62,6;62,2;6;34
06633;Kassel;LK;2014;8200;8174;51,2;51,1;3;38
06634;Schwalm-Eder-Kreis;LK;2014;7536;7512;58,2;58,1;5;52
06635;Waldeck-Frankenberg;LK;2014;6393;6376;54,8;54,7;10;47
06636;Werra-Meißner-Kreis;LK;2014;4929;4887;60,9;60,6;3;36
07111;Koblenz;KfS;2014;11356;11218;55,5;55;2;27
07131;Ahrweiler;LK;2014;10197;10174;54,5;54,4;2;48
07132;Altenkirchen (Westerwald);LK;2014;7943;7932;69,3;69,3;1;35
07133;Bad Kreuznach;LK;2014;10818;10762;65,5;65,3;5;53
07134;Birkenfeld;LK;2014;4134;4125;63,7;63,6;1;26
07135;Cochem-Zell;LK;2014;2676;2667;60,8;60,6;0;22
07137;Mayen-Koblenz;LK;2014;10434;10396;59,6;59,4;4;52
07138;Neuwied;LK;2014;11479;11446;61,3;61,2;2;82
07140;Rhein-Hunsrück-Kreis;LK;2014;4881;4644;61,2;59,2;3;19
07141;Rhein-Lahn-Kreis;LK;2014;5635;5632;66,3;66,3;1;31
07143;Westerwaldkreis;LK;2014;9241;9228;60,6;60,5;1;30
07211;Trier;KfS;2014;16182;9694;73,7;56,2;4;20
07231;Bernkastel-Wittlich;LK;2014;5345;5340;66,8;66,8;0;33
07232;Eifelkreis Bitburg-Prüm;LK;2014;4107;4002;64,3;63,4;1;33
07233;Vulkaneifel;LK;2014;2902;2891;67,1;67;1;19
07235;Trier-Saarburg;LK;2014;5197;5081;61,8;61;0;27
07311;Frankenthal (Pfalz);KfS;2014;3996;3984;60,2;60,1;2;15
07312;Kaiserslautern;KfS;2014;12098;12026;63,7;63,5;8;20
07313;Landau in der Pfalz;KfS;2014;4185;4164;58,6;58,4;1;13
07314;Ludwigshafen am Rhein;KfS;2014;18154;18056;62,6;62,4;5;35
07315;Mainz;KfS;2014;20543;20395;62,5;62,2;11;31
07316;Neustadt an der Weinstraße;KfS;2014;3977;3928;62,7;62,3;0;3
07317;Pirmasens;KfS;2014;3977;3970;69,9;69,8;1;13
07318;Speyer;KfS;2014;4730;4723;53,6;53,5;2;13
07319;Worms;KfS;2014;7374;7351;56,9;56,8;3;17
07320;Zweibrücken;KfS;2014;2442;2433;62;61,9;0;16
07331;Alzey-Worms;LK;2014;5652;5637;62,8;62,7;1;27
07332;Bad Dürkheim;LK;2014;7300;7272;54,2;54;0;36
07333;Donnersbergkreis;LK;2014;3677;3674;64,8;64,7;3;28
07334;Germersheim;LK;2014;8023;7967;65,6;65,3;2;45
07335;Kaiserslautern;LK;2014;5302;5279;57,3;57,2;1;37
07336;Kusel;LK;2014;3413;3405;60,7;60,6;0;18
07337;Südliche Weinstraße;LK;2014;5182;5175;62,9;62,8;1;35
07338;Rhein-Pfalz-Kreis;LK;2014;7084;7067;55,6;55,5;1;35
07339;Mainz-Bingen;LK;2014;10185;10140;60;59,8;6;60
07340;Südwestpfalz;LK;2014;3300;3299;61,8;61,8;1;37
08111;Stuttgart;SK;2014;61576;59549;62,2;61,2;35;116
08115;Böblingen;LK;2014;16588;16497;60,6;60,4;6;53
08116;Esslingen;LK;2014;23108;22043;57,7;55,6;21;82
08117;Göppingen;LK;2014;9553;9499;61,8;61,6;3;38
08118;Ludwigsburg;LK;2014;24134;24055;56,8;56,6;13;84
08119;Rems-Murr-Kreis;LK;2014;20615;20514;59,3;59,1;21;78
08121;Heilbronn;SK;2014;8990;8939;57,9;57,7;4;19
08125;Heilbronn;LK;2014;12491;12431;51,2;51;6;55
08126;Hohenlohekreis;LK;2014;4690;4669;56,3;56,1;2;15
08127;Schwäbisch Hall;LK;2014;6970;6926;60,3;60,1;3;26
08128;Main-Tauber-Kreis;LK;2014;5223;5218;55,6;55,5;2;24
08135;Heidenheim;LK;2014;5621;5606;61;60,9;4;42
08136;Ostalbkreis;LK;2014;11462;11359;59,5;59,1;9;73
08211;Baden-Baden;SK;2014;4243;4198;63,4;63,1;0;14
08212;Karlsruhe;SK;2014;30867;30243;56;55,1;10;48
08215;Karlsruhe;LK;2014;17462;17392;54,8;54,6;7;57
08216;Rastatt;LK;2014;11220;11108;60,3;60;4;51
08221;Heidelberg;SK;2014;13085;13004;53,4;53,2;3;23
08222;Mannheim;SK;2014;31703;31319;56;55,5;9;65
08225;Neckar-Odenwald-Kreis;LK;2014;4755;4739;63,6;63,5;6;20
08226;Rhein-Neckar-Kreis;LK;2014;23545;23275;53,9;53,4;5;74
08231;Pforzheim;SK;2014;9846;9824;60,9;60,8;3;18
08235;Calw;LK;2014;5259;5238;65,4;65,2;3;35
08236;Enzkreis;LK;2014;5993;5960;54,1;53,8;0;29
08237;Freudenstadt;LK;2014;4139;4114;65,4;65,2;1;17
08311;Freiburg im Breisgau;SK;2014;27297;26745;54,5;53,6;7;44
08315;Breisgau-Hochschwarzwald;LK;2014;13284;13070;52,4;51,7;4;65
08316;Emmendingen;LK;2014;6605;6578;58,1;57,9;3;28
08317;Ortenaukreis;LK;2014;28513;25242;61,1;56,1;3;79
08325;Rottweil;LK;2014;4678;4662;61,2;61,1;1;16
08326;Schwarzwald-Baar-Kreis;LK;2014;8501;8455;60;59,8;5;27
08327;Tuttlingen;LK;2014;5601;5582;60,1;59,9;1;22
08335;Konstanz;LK;2014;17820;16664;59,5;56,8;5;73
08336;Lörrach;LK;2014;19226;17173;65,3;61,2;2;41
08337;Waldshut;LK;2014;7321;7241;61,1;60,7;5;36
08415;Reutlingen;LK;2014;12976;12903;60,6;60,4;12;54
08416;Tübingen;LK;2014;9341;9329;56,5;56,5;6;29
08417;Zollernalbkreis;LK;2014;6911;6893;65,2;65,2;5;55
08421;Ulm;SK;2014;10762;10294;64,2;62,6;4;28
08425;Alb-Donau-Kreis;LK;2014;5467;5435;63,1;62,8;1;21
08426;Biberach;LK;2014;6736;6719;60,5;60,4;2;27
08435;Bodenseekreis;LK;2014;9063;8970;59,3;58,9;3;42
08436;Ravensburg;LK;2014;14959;14537;64,4;63,3;5;63
08437;Sigmaringen;LK;2014;4963;4959;61,2;61,1;2;23
09161;Ingolstadt;KfS;2014;9717;9597;65,1;64,6;10;20
09162;München;KfS;2014;110208;96507;63,9;58,8;26;109
09163;Rosenheim;KfS;2014;5741;5584;68,1;67,2;5;20
09171;Altötting;LK;2014;4786;4728;60,4;60;6;14
09172;Berchtesgadener Land;LK;2014;8901;4850;81,3;65,7;0;25
09173;Bad Tölz-Wolfratshausen;LK;2014;4057;4045;65,9;65,8;4;25
09174;Dachau;LK;2014;5342;5107;59,9;58,1;6;14
09175;Ebersberg;LK;2014;4519;4499;57,4;57,3;3;22
09176;Eichstätt;LK;2014;2895;2873;65,4;65,1;2;21
09177;Erding;LK;2014;5716;5657;63;62,6;5;22
09178;Freising;LK;2014;10613;7252;72,1;59,3;5;13
09179;Fürstenfeldbruck;LK;2014;7432;7384;58,4;58,1;1;37
09180;Garmisch-Partenkirchen;LK;2014;4017;3634;65,8;62,2;3;12
09181;Landsberg am Lech;LK;2014;3924;3914;59,5;59,4;4;19
09182;Miesbach;LK;2014;3647;3530;63,3;62,1;3;26
09183;Mühldorf a.Inn;LK;2014;4205;4185;66,2;66,1;4;13
09184;München;LK;2014;12218;11998;52,2;51,3;4;26
09185;Neuburg-Schrobenhausen;LK;2014;3600;3544;66,7;66,1;3;22
09186;Pfaffenhofen a.d.Ilm;LK;2014;4622;4604;65,4;65,3;5;17
09187;Rosenheim;LK;2014;16800;9499;81;66,4;7;32
09188;Starnberg;LK;2014;4357;4326;57,7;57,4;3;21
09189;Traunstein;LK;2014;7075;6768;64,5;62,9;4;39
09190;Weilheim-Schongau;LK;2014;4767;4752;60,1;60;2;18
09261;Landshut;KfS;2014;6950;6813;63,7;63;2;18
09262;Passau;KfS;2014;5397;4501;67,5;61,1;9;10
09263;Straubing;KfS;2014;3786;3754;60,4;60;9;5
09271;Deggendorf;LK;2014;5922;5797;66,4;65,8;9;24
09272;Freyung-Grafenau;LK;2014;2061;2030;73,7;73,3;4;8
09273;Kelheim;LK;2014;3938;3928;62,6;62,5;5;14
09274;Landshut;LK;2014;4546;4511;66,3;66;3;20
09275;Passau;LK;2014;7029;5269;74,7;66,3;7;25
09276;Regen;LK;2014;2303;2277;70,6;70,2;0;11
09277;Rottal-Inn;LK;2014;3405;3319;62,2;61,2;2;9
09278;Straubing-Bogen;LK;2014;2719;2626;65,5;64,3;4;15
09279;Dingolfing-Landau;LK;2014;3086;3065;62,6;62,3;5;11
09361;Amberg;KfS;2014;3073;3044;65,3;64,9;0;12
09362;Regensburg;KfS;2014;14012;13741;58,1;57,3;4;22
09363;Weiden i.d.OPf.;KfS;2014;3652;3565;64,4;63,5;1;2
09371;Amberg-Sulzbach;LK;2014;2964;2891;63,4;62,5;1;8
09372;Cham;LK;2014;4730;4322;72,3;69,7;1;13
09373;Neumarkt i.d.OPf.;LK;2014;3783;3711;62,8;62;3;9
09374;Neustadt a.d.Waldnaab;LK;2014;3595;3105;76,3;72,6;1;9
09375;Regensburg;LK;2014;5139;5040;63,4;62,7;0;17
09376;Schwandorf;LK;2014;5110;5067;67,3;67;0;19
09377;Tirschenreuth;LK;2014;2571;2472;73,2;72,1;2;6
09461;Bamberg;KfS;2014;5744;5671;62,8;62,3;4;17
09462;Bayreuth;KfS;2014;5198;5128;64,8;64,4;8;13
09463;Coburg;KfS;2014;3746;3728;70,1;70;11;9
09464;Hof;KfS;2014;4713;4583;66,1;65,2;6;15
09471;Bamberg;LK;2014;4153;4114;68,4;68,1;2;15
09472;Bayreuth;LK;2014;2985;2917;72,7;72,1;2;20
09473;Coburg;LK;2014;2814;2811;70,1;70;9;12
09474;Forchheim;LK;2014;3471;3440;71,5;71,3;3;7
09475;Hof;LK;2014;4522;4188;74,8;72,8;1;14
09476;Kronach;LK;2014;2454;2453;72,5;72,5;7;16
09477;Kulmbach;LK;2014;2943;2927;75,1;75;2;13
09478;Lichtenfels;LK;2014;3143;3120;72,1;71,9;8;24
09479;Wunsiedel i.Fichtelgebirge;LK;2014;4776;4621;74,7;73,8;6;20
09561;Ansbach;KfS;2014;2993;2957;69,7;69,4;0;12
09562;Erlangen;KfS;2014;6662;6545;62,7;62,1;1;14
09563;Fürth;KfS;2014;6309;6257;67,5;67,3;0;11
09564;Nürnberg;KfS;2014;46079;44928;62,3;61,3;26;50
09565;Schwabach;KfS;2014;1825;1804;59,1;58,6;0;5
09571;Ansbach;LK;2014;5652;5620;63,2;63;0;12
09572;Erlangen-Höchstadt;LK;2014;3808;3727;66,4;65,7;2;11
09573;Fürth;LK;2014;3360;3040;67,8;64,5;6;22
09574;Nürnberger Land;LK;2014;6431;6244;65;64;5;26
09575;Neustadt a.d.Aisch-Bad Windsheim;LK;2014;3148;3130;67,9;67,8;4;18
09576;Roth;LK;2014;3867;3817;57,4;56,8;2;15
09577;Weißenburg-Gunzenhausen;LK;2014;3537;3502;74,9;74,6;5;16
09661;Aschaffenburg;KfS;2014;5699;5531;71,7;70,9;8;8
09662;Schweinfurt;KfS;2014;4834;4780;69,4;69,1;6;7
09663;Würzburg;KfS;2014;11426;10120;70,5;66,7;2;10
09671;Aschaffenburg;LK;2014;4863;4718;65,4;64,3;6;17
09672;Bad Kissingen;LK;2014;3918;3890;66,3;66;1;13
09673;Rhön-Grabfeld;LK;2014;2639;2625;71,3;71,1;2;11
09674;Haßberge;LK;2014;2928;2921;68,2;68,1;0;7
09675;Kitzingen;LK;2014;3487;3400;64;63,1;1;11
09676;Miltenberg;LK;2014;4157;4120;71,7;71,5;5;6
09677;Main-Spessart;LK;2014;3772;3726;70,5;70,2;5;24
09678;Schweinfurt;LK;2014;2889;2853;64,9;64,5;4;16
09679;Würzburg;LK;2014;4082;3948;64,9;63,7;1;13
09761;Augsburg;KfS;2014;23188;22676;69;68,4;12;33
09762;Kaufbeuren;KfS;2014;2793;2781;68;67,8;5;3
09763;Kempten (Allgäu);KfS;2014;4430;4178;71,4;69,8;4;6
09764;Memmingen;KfS;2014;3072;2986;67;66,1;1;9
09771;Aichach-Friedberg;LK;2014;3637;3562;62,3;61,5;2;10
09772;Augsburg;LK;2014;7975;7931;65,3;65,1;0;12
09773;Dillingen a.d.Donau;LK;2014;2928;2917;66,8;66,7;1;19
09774;Günzburg;LK;2014;5190;4870;67,2;65;7;18
09775;Neu-Ulm;LK;2014;7659;7545;64,7;64,1;9;18
09776;Lindau (Bodensee);LK;2014;3609;3151;70;65,7;0;15
09777;Ostallgäu;LK;2014;4445;3823;74,3;70,3;0;17
09778;Unterallgäu;LK;2014;3925;3814;67,1;66,1;1;22
09779;Donau-Ries;LK;2014;4124;4094;66;65,7;1;24
09780;Oberallgäu;LK;2014;4758;4677;68,7;68,2;2;20
10041;Regionalverband Saarbrücken;RV;2014;34154;31807;54,9;51,6;11;88
10042;Merzig-Wadern;LK;2014;5495;5482;52,8;52,7;2;33
10043;Neunkirchen;LK;2014;8117;8110;57;57;2;25
10044;Saarlouis;LK;2014;14334;13034;54,4;49,8;1;75
10045;Saarpfalz-Kreis;LK;2014;8824;8783;49,5;49,2;1;44
10046;St. Wendel;LK;2014;3633;3628;48,9;48,8;1;13
11;Berlin;KfS;2014;543157;535615;44,9;44,2;131;917
12051;Brandenburg an der Havel;KfS;2014;7617;7611;55,3;55,2;2;31
12052;Cottbus;KfS;2014;11717;11679;49,5;49,3;2;47
12053;Frankfurt (Oder);KfS;2014;6112;5457;62,4;58,1;1;16
12054;Potsdam;KfS;2014;15093;15060;49,3;49,2;0;52
12060;Barnim;LK;2014;12589;12542;53,2;53,1;2;62
12061;Dahme-Spreewald;LK;2014;14732;13746;52,6;49,6;5;83
12062;Elbe-Elster;LK;2014;6944;6928;52,5;52,4;1;102
12063;Havelland;LK;2014;11122;11110;50,2;50,2;3;55
12064;Märkisch-Oderland;LK;2014;14010;13954;58,7;58,6;8;90
12065;Oberhavel;LK;2014;15206;15069;54,7;54,2;3;122
12066;Oberspreewald-Lausitz;LK;2014;10727;10704;48,1;48;1;41
12067;Oder-Spree;LK;2014;12708;12475;51,1;50,3;3;70
12068;Ostprignitz-Ruppin;LK;2014;7859;7839;60,5;60,4;7;93
12069;Potsdam-Mittelmark;LK;2014;12104;12088;46,8;46,8;3;79
12070;Prignitz;LK;2014;6423;6386;55,3;55,1;1;45
12071;Spree-Neiße;LK;2014;10275;10220;42,2;41,9;1;35
12072;Teltow-Fläming;LK;2014;11336;11314;54,8;54,7;3;59
12073;Uckermark;LK;2014;9047;9009;54,7;54,5;3;64
13003;Rostock;KfS;2014;20055;19438;59,4;58,1;10;89
13004;Schwerin;KfS;2014;10969;10932;63,1;63;4;31
13071;Mecklenburgische Seenplatte;LK;2014;16859;16765;63,5;63,4;5;106
13072;Landkreis Rostock;LK;2014;11815;11774;62,1;62;3;90
13073;Vorpommern-Rügen;LK;2014;15949;15876;62,2;62,1;2;111
13074;Nordwestmecklenburg;LK;2014;10374;10359;59,3;59,2;4;102
13075;Vorpommern-Greifswald;LK;2014;17361;17239;54,9;54,6;9;104
13076;Ludwigslust-Parchim;LK;2014;12484;12124;61;59,8;1;99
14511;Chemnitz;KfS;2014;25560;22973;62,8;58,8;8;114
14521;Erzgebirgskreis;LK;2014;13198;13112;62;61,8;3;102
14522;Mittelsachsen;LK;2014;15202;15130;61,4;61,2;6;136
14523;Vogtlandkreis;LK;2014;13947;13847;61,5;61,2;3;91
14524;Zwickau;LK;2014;18906;18842;57,9;57,7;6;122
14612;Dresden;KfS;2014;61295;60752;51,4;51;10;142
14625;Bautzen;LK;2014;16815;16764;58,1;58;6;120
14626;Görlitz;LK;2014;24212;22914;58,2;55,8;5;107
14627;Meißen;LK;2014;13195;13145;59,4;59,2;5;69
14628;Sächsische Schweiz-Osterzgebirge;LK;2014;15760;13164;66,1;59,5;1;52
14713;Leipzig;KfS;2014;79235;78726;46,5;46,1;15;195
14729;Leipzig;LK;2014;17305;17233;52,7;52,5;6;95
14730;Nordsachsen;LK;2014;12447;12390;52,6;52,3;4;56
15001;Dessau-Roßlau;KfS;2014;10334;10322;55,6;55,5;2;74
15002;Halle (Saale);KfS;2014;27621;27558;52,9;52,8;15;76
15003;Magdeburg;KfS;2014;30802;30697;54,4;54,2;5;71
15081;Altmarkkreis Salzwedel;LK;2014;4889;4883;57,5;57,5;1;56
15082;Anhalt-Bitterfeld;LK;2014;13213;13158;54,9;54,7;9;45
15083;Börde;LK;2014;11393;11374;63,4;63,3;7;79
15084;Burgenlandkreis;LK;2014;14398;14384;59,1;59;3;54
15085;Harz;LK;2014;18556;16194;62;56,5;2;112
15086;Jerichower Land;LK;2014;6625;6613;58,8;58,7;2;42
15087;Mansfeld-Südharz;LK;2014;10285;10273;62,4;62,4;2;52
15088;Saalekreis;LK;2014;14836;14803;56,3;56,2;6;84
15089;Salzlandkreis;LK;2014;12576;12563;57,1;57,1;9;81
15090;Stendal;LK;2014;8458;8417;57,9;57,7;1;50
15091;Wittenberg;LK;2014;10234;10199;57,9;57,8;3;73
