key;name;year;for_pop;for_anwerber;for_EU28;for_EUeast;for_notEU;for_syria;for_afghan;for_iraq;ss_total;ss_anwerber;ss_syria;ss_afghan;ss_iraq;ss_total_accept;ss_anwerber_accept;ss_syria_accept;ss_afghan_accept;ss_iraq_accept;ss_total_denied;ss_anwerber_denied;ss_syria_denied;ss_afghan_denied;ss_iraq_denied;ss_total_duldung;ss_anwerber_duldung;ss_syria_duldung;ss_afghan_duldung;ss_iraq_duldung
03403;Oldenburg (Oldenburg), Stadt   ;2015;13580;3420;4645;2780;8935;865;150;1805;2885;360;505;95;1195;2130;300;360;45;945;115;15;0;10;10;110;15;0;10;10
03404;Osnabrück, Stadt  ;2015;19420;7640;8460;4715;10960;1100;130;135;2385;350;720;80;100;1840;285;590;55;65;220;55;5;15;10;205;50;5;10;10
03405;Wilhelmshaven, Stadt  ;2015;5980;1945;2210;1325;3770;290;15;175;1070;280;145;15;130;560;170;100;5;110;180;75;0;0;10;165;70;0;0;10
03451;Ammerland  ;2015;6085;1440;2720;1895;3365;635;135;160;1300;365;325;45;110;675;160;230;20;90;225;120;15;10;10;200;100;15;10;10
03452;Aurich  ;2015;9790;2440;4505;2600;5285;1175;105;195;2330;675;665;65;85;1250;400;345;25;35;380;220;15;15;10;340;200;10;10;10
03453;Cloppenburg  ;2015;14895;2345;8775;7675;6115;970;235;585;1765;545;420;50;310;1135;305;330;25;280;225;125;5;10;10;200;115;5;10;10
03454;Emsland  ;2015;30225;4845;20600;12690;9625;1510;300;320;3185;1245;600;60;125;1625;580;460;30;95;765;465;0;25;10;685;405;0;25;10
03455;Friesland  ;2015;3975;1225;1400;660;2580;365;105;50;975;375;105;50;20;395;145;50;35;10;265;175;5;0;0;205;130;5;0;0
03456;Grafschaft Bentheim  ;2015;19830;3310;14680;3405;5150;670;165;165;1385;480;320;60;60;600;165;230;25;45;385;205;5;15;5;345;190;5;15;5
03457;Leer  ;2015;10850;1750;6400;2495;4450;820;185;170;1440;390;395;75;70;740;240;245;20;40;160;70;5;15;5;125;55;5;15;5
03458;Oldenburg  ;2015;9375;1215;5065;4180;4305;725;115;795;1665;315;295;30;495;1140;175;195;15;440;165;95;0;5;10;140;75;0;5;10
03459;Osnabrück  ;2015;24665;8425;14360;9200;10305;1095;95;185;2010;705;470;45;100;1260;435;340;25;70;390;215;10;10;5;325;170;10;10;5
03460;Vechta  ;2015;15695;4170;8150;6925;7545;1540;55;420;1920;395;850;20;235;1475;235;725;10;215;160;85;10;5;0;130;70;10;5;0
03461;Wesermarsch  ;2015;6430;2275;2615;1590;3815;395;65;110;910;320;145;30;45;380;145;75;5;25;155;65;10;5;0;145;60;10;5;0
03462;Wittmund  ;2015;2560;715;1160;775;1395;310;60;70;530;210;130;35;5;275;100;70;25;0;130;90;0;5;0;115;75;0;5;0
04;Bremen;2015;106695;44865;39245;24045;67445;5395;1020;1085;14610;4735;4000;700;760;9285;2620;3120;380;710;1585;1030;25;25;20;1365;920;15;20;15
04011;Bremen, Stadt  ;2015;87290;36240;28970;17670;58315;4475;920;1025;12225;3805;3300;615;705;8055;2250;2560;350;660;1190;720;15;20;20;1000;630;10;15;15
04012;Bremerhaven, Stadt  ;2015;19405;8630;10275;6380;9130;920;100;60;2385;930;700;85;55;1230;370;560;30;50;395;310;10;5;0;365;295;5;5;0
05;Nordrhein-Westfalen;2015;2270250;1125375;911500;434200;1358745;84260;18955;41735;253630;76210;42065;8530;23480;156265;44680;32420;5370;18805;40495;22490;640;530;820;33555;18840;540;480;735
051;"Regierungsbezirk  Düsseldorf ";2015;777595;382095;327120;152090;450475;22780;6230;12720;77500;23740;10810;2810;6910;50680;13190;8700;2050;5860;13155;8195;215;175;220;11360;7130;195;155;200
05111;Düsseldorf, Stadt  ;2015;144125;61410;60505;23670;83620;2620;695;1735;12425;1915;1475;410;1040;8705;910;970;300;855;1185;595;45;15;25;665;300;40;15;15
05112;Duisburg, Stadt  ;2015;93385;53715;34815;23870;58570;1360;210;890;6435;2310;860;130;500;4215;1415;735;75;430;1205;705;15;5;20;1125;660;15;5;20
05113;Essen, Stadt  ;2015;85375;35070;27795;15920;57580;4315;1655;3355;12480;3080;2270;845;2145;9755;1675;2115;785;2005;1830;1210;20;25;40;1610;1075;20;15;40
05114;Krefeld, Stadt  ;2015;34495;17175;16315;8550;18175;885;385;460;2925;950;275;110;175;1560;315;160;70;125;710;535;0;5;15;685;515;0;5;15
05116;Mönchengladbach, Stadt  ;2015;37295;17250;16600;8570;20695;1050;435;725;4090;1140;585;185;490;2685;480;520;135;460;760;505;10;5;10;660;430;5;5;5
05117;Mülheim an der Ruhr, Stadt  ;2015;24360;11690;6975;3500;17385;1255;180;805;3445;1235;510;45;470;2635;895;440;25;425;360;260;5;0;5;310;235;5;0;5
05119;Oberhausen, Stadt  ;2015;28720;17815;7940;3855;20780;1120;420;315;3010;1195;455;95;125;2050;855;325;80;100;405;240;20;10;5;385;230;15;10;5
05120;Remscheid, Stadt  ;2015;17720;13665;7365;2245;10355;335;45;75;1220;535;170;25;30;615;300;140;10;10;365;215;10;5;5;335;200;10;5;5
05122;Solingen, Stadt  ;2015;24535;16595;12135;3380;12400;880;205;210;2040;595;420;85;70;1250;330;340;55;45;310;180;5;0;5;290;165;5;0;5
05124;Wuppertal, Stadt  ;2015;62025;35260;25800;10620;36225;2245;340;935;7850;2935;1290;170;455;5795;1790;1205;120;405;1210;970;5;5;10;955;785;5;5;10
05154;Kleve  ;2015;41665;5540;31540;13140;10125;655;190;240;3045;1170;370;100;130;1385;680;245;50;65;690;360;5;5;15;600;315;5;5;15
05158;Mettmann  ;2015;61140;35330;27605;11110;33535;1870;495;785;5805;2205;590;195;325;3045;1010;400;120;205;1515;1010;20;15;20;1395;930;20;15;20
05162;Rhein-Kreis Neuss  ;2015;57395;29370;24935;11375;32460;1695;445;1040;4845;1540;560;180;460;3080;905;435;105;400;935;535;15;20;10;805;490;10;15;5
05166;Viersen  ;2015;25160;10365;14310;6085;10850;505;140;170;2715;840;350;105;125;1295;475;250;55;60;550;245;5;15;10;510;225;5;10;5
05170;Wesel  ;2015;40190;21845;12485;6205;27710;1985;395;980;5165;2085;640;140;380;2615;1150;415;65;265;1125;640;30;35;25;1020;575;30;35;25
053;Regierungsbezirk Köln ;2015;607595;295340;245275;104995;362320;17350;5635;11790;61035;16510;8510;2550;6275;38840;9690;6690;1750;5260;9225;4705;125;175;310;7640;3955;110;160;275
05314;Bonn, Stadt  ;2015;51480;17315;16800;6775;34680;2990;515;845;5825;740;1945;255;445;4645;555;1790;195;365;465;105;15;10;40;240;50;15;5;30
05315;Köln, Stadt  ;2015;214540;118160;79130;30075;135410;3180;1960;5590;20210;5235;1770;835;3265;14100;2860;1225;690;2860;2910;1815;20;40;85;2455;1600;15;40;75
05316;Leverkusen, Stadt  ;2015;24360;13775;9790;4375;14565;970;210;525;2550;630;440;80;295;1950;455;395;65;275;245;130;10;5;0;220;115;5;5;0
05334;Städteregion Aachen  ;2015;78950;34605;29395;12920;49555;2965;815;1240;8080;2110;1295;370;640;5435;1345;1090;215;530;1120;535;20;35;60;865;375;20;30;55
05358;Düren  ;2015;25560;11460;10595;5730;14965;460;95;335;3140;1115;320;70;215;1700;680;295;30;165;615;330;0;5;20;540;285;0;5;15
05362;Rhein-Erft-Kreis  ;2015;62795;30365;28740;16470;34055;1500;710;1055;5005;1510;500;325;440;3175;950;410;230;385;795;365;5;15;25;655;310;5;15;25
05366;Euskirchen  ;2015;11050;4440;5345;2590;5705;280;60;140;1710;625;190;50;85;785;380;115;15;60;270;155;0;10;0;245;140;0;10;0
05370;Heinsberg  ;2015;29160;9930;16100;4485;13065;1050;240;490;2500;705;345;70;165;920;330;170;15;95;490;180;10;10;20;450;170;10;10;20
05374;Oberbergischer Kreis  ;2015;25910;13675;11190;5125;14715;1475;355;470;2870;925;420;80;120;1090;455;200;30;55;685;290;25;10;25;635;270;25;10;25
05378;"Rheinisch-Bergischer  Kreis  ";2015;26530;13195;11975;4590;14555;955;280;615;2735;735;300;145;305;1350;400;200;80;245;570;225;15;15;15;530;210;15;15;15
05382;Rhein-Sieg-Kreis  ;2015;57260;28425;26210;11855;31045;1530;395;475;6415;2175;985;265;300;3690;1275;805;185;220;1065;575;10;10;20;805;440;5;10;10
055;Regierungsbezirk Münster ;2015;261805;127755;96640;53950;165165;12625;2255;4140;33635;13945;4990;765;1655;19120;8095;4125;420;1210;6745;4245;65;45;75;5650;3605;50;40;70
05512;Bottrop, Stadt  ;2015;11405;6965;3010;1435;8390;635;125;185;1365;445;280;55;70;785;265;215;40;45;250;130;5;0;0;235;115;5;0;0
05513;Gelsenkirchen, Stadt  ;2015;48960;30340;16675;12060;32285;890;85;725;4470;2255;540;55;400;2960;1320;500;45;335;1110;840;5;0;25;1025;795;5;0;25
05515;Münster, Stadt  ;2015;30015;10515;11710;5435;18305;1820;345;605;4355;1530;785;105;240;2585;640;705;60;200;965;655;15;10;10;890;615;10;5;10
05554;Borken  ;2015;35260;9835;18980;7270;16280;2600;545;860;4205;1445;835;90;225;2005;690;710;40;170;920;485;15;15;10;785;415;15;15;5
05558;Coesfeld  ;2015;12065;3735;5440;3800;6625;720;120;240;2325;1015;245;45;85;1035;560;170;20;40;480;280;5;0;0;345;205;5;0;0
05562;Recklinghausen  ;2015;65370;39145;18350;11130;47020;2665;470;735;7710;2860;1120;200;380;4495;1700;860;120;260;1320;850;10;5;15;1035;655;10;5;15
05566;Steinfurt  ;2015;34530;15075;14300;8080;20230;1710;325;435;5865;3145;680;150;160;3450;2185;505;65;95;970;665;10;5;10;810;550;0;5;10
05570;Warendorf  ;2015;24200;12150;8170;4740;16035;1585;240;360;3340;1250;510;70;100;1805;735;460;35;65;730;345;0;5;5;535;250;0;5;5
057;Regierungsbezirk Detmold ;2015;192325;81385;76820;42945;115505;11660;1970;7120;30610;7105;6970;985;5150;18585;4735;5450;455;4230;3690;1420;60;35;85;2895;1125;50;30;80
05711;Bielefeld, Stadt  ;2015;51055;25765;16340;7860;34715;1990;415;3980;8945;1865;1210;250;3220;5850;1400;685;75;2790;670;270;0;5;20;265;155;0;0;15
05754;Gütersloh  ;2015;42125;16435;22905;15565;19220;1865;250;990;4620;1345;1035;110;720;3020;955;875;60;610;580;235;5;5;10;420;150;5;5;5
05758;Herford  ;2015;20215;10050;8225;4415;11990;640;125;255;2955;885;510;95;185;1760;630;420;40;130;380;135;5;5;10;320;105;5;5;10
05762;Höxter  ;2015;6105;2515;2165;1035;3940;305;50;70;1135;270;185;35;55;355;105;110;5;15;270;110;5;0;5;210;85;0;0;0
05766;Lippe  ;2015;24230;10240;8755;4700;15475;1810;235;465;4465;1040;1250;180;325;2510;650;995;95;205;650;245;0;10;15;615;230;0;5;15
05770;Minden-Lübbecke  ;2015;22105;7835;7590;3880;14510;2575;425;770;4695;870;1560;155;395;2785;490;1310;80;300;590;220;25;5;15;540;205;25;5;15
05774;Paderborn  ;2015;26485;8545;10835;5485;15655;2475;470;595;3790;830;1215;155;255;2300;510;1050;95;175;545;210;15;10;20;530;205;15;10;15
059;Regierungsbezirk Arnsberg ;2015;430930;238800;165650;80220;265280;19850;2865;5965;50855;14910;10780;1420;3490;29040;8970;7455;690;2245;7685;3920;170;105;130;6010;3025;130;95;110
05911;Bochum, Stadt  ;2015;44315;19455;13710;7345;30605;3260;495;955;5555;1505;1400;130;435;4060;845;1270;100;395;855;570;15;5;10;760;515;10;5;10
05913;Dortmund, Stadt  ;2015;97670;50580;32745;17705;64920;4455;600;1605;11310;2370;2390;330;995;7150;1260;1795;200;715;1465;725;25;15;45;625;250;5;10;25
05914;Hagen, Stadt  ;2015;31320;19940;16440;7305;14880;935;125;120;2750;970;680;105;100;1920;705;550;50;85;235;135;5;5;0;145;75;5;5;0
05915;Hamm, Stadt  ;2015;25150;13905;8385;6845;16765;780;110;485;2335;610;505;60;355;1570;355;445;40;335;275;155;20;5;0;205;110;15;5;0
05916;Herne, Stadt  ;2015;24660;15110;7960;5385;16700;1140;90;185;2405;875;650;35;105;1705;580;615;20;75;380;235;5;5;10;325;210;0;5;10
05954;Ennepe-Ruhr-Kreis  ;2015;31195;17885;13165;5040;18030;1435;230;565;4415;1515;705;95;290;2360;990;450;40;195;800;390;25;5;10;760;375;25;5;10
05958;Hochsauerlandkreis  ;2015;20485;11120;9855;3535;10635;900;175;220;2950;1140;445;70;70;1465;695;325;25;25;615;345;10;5;5;570;325;10;5;5
05962;Märkischer Kreis  ;2015;54085;35485;23670;7270;30410;2425;415;600;4170;1435;710;95;190;2025;815;480;40;100;895;420;10;15;20;800;360;10;15;20
05966;Olpe  ;2015;11170;7135;4945;1980;6220;265;65;70;1495;650;195;60;50;805;430;135;15;30;270;140;10;10;5;255;130;10;5;5
05970;Siegen-Wittgenstein  ;2015;27910;12935;10905;6465;17005;1745;230;470;4760;1425;1310;175;365;2030;960;370;65;60;595;255;10;15;15;515;230;10;15;15
05974;Soest  ;2015;24475;11815;12580;4775;11900;1040;110;290;3790;970;790;100;245;1510;460;445;20;95;595;225;25;5;5;490;195;20;5;5
05978;Unna  ;2015;38490;23435;11285;6560;27205;1470;220;405;4925;1440;1005;165;285;2440;875;570;70;140;705;325;15;10;10;560;245;10;5;10
06;Hessen;2015;929555;434020;432580;232990;496975;22165;19170;4430;78910;16205;10015;10250;2200;50875;11865;7070;6540;1380;8085;2740;160;530;165;5305;1810;130;415;120
064;Regierungsbezirk Darmstadt ;2015;736235;355180;361580;191170;374655;10795;14005;2565;52490;11160;5095;7605;1325;36635;8885;3775;5200;925;4790;1460;115;335;95;2895;890;85;250;60
06411;Darmstadt, Stadt  ;2015;31575;13270;12380;5640;19195;795;440;195;2550;525;225;165;45;1500;290;200;110;20;945;225;15;30;20;50;10;0;5;0
06412;Frankfurt am Main, Stadt  ;2015;208920;99725;101475;53870;107445;915;3530;395;11380;2350;405;1730;200;9605;2175;320;1300;145;435;105;5;45;15;255;50;0;35;15
06413;Offenbach am Main, Stadt  ;2015;47465;25765;28115;16735;19350;100;615;90;1955;635;65;325;50;1840;595;65;310;45;65;25;0;10;5;35;10;0;5;5
06414;Wiesbaden, Stadt  ;2015;54975;26240;26155;12785;28820;1660;1010;530;4435;685;945;575;335;3680;605;895;385;325;155;50;5;20;0;125;30;5;20;0
06431;Bergstraße  ;2015;33365;13850;16695;10780;16665;1110;685;215;3605;1020;315;325;70;2215;815;230;190;30;410;110;10;20;10;310;75;5;15;10
06432;Darmstadt-Dieburg  ;2015;38970;19240;20745;10255;18225;655;595;150;3225;945;350;380;80;2005;735;225;230;55;315;100;20;20;5;260;70;15;15;5
06433;Groß-Gerau  ;2015;54755;32040;28025;12960;26735;775;540;80;3225;620;370;300;60;2240;530;260;175;25;145;45;5;10;5;105;35;5;5;5
06434;Hochtaunuskreis  ;2015;36255;13715;18210;8330;18050;450;720;65;2735;370;280;440;35;1630;260;165;305;25;250;65;5;10;0;180;50;5;10;0
06435;Main-Kinzig-Kreis  ;2015;56845;29945;26545;15280;30300;1115;1430;195;5085;1185;655;975;110;3280;945;435;640;70;440;125;20;35;10;340;90;15;30;10
06436;Main-Taunus-Kreis  ;2015;39135;16855;19765;9740;19365;835;1050;115;3155;615;340;515;40;1765;425;135;340;20;340;115;5;20;0;320;105;5;20;0
06437;Odenwaldkreis  ;2015;12115;6985;6975;3475;5140;140;70;40;465;185;55;30;15;295;150;40;5;5;35;5;0;0;0;25;5;0;0;0
06438;Offenbach  ;2015;68290;35430;32185;17050;36105;925;2320;315;4735;825;265;1150;145;3190;595;230;795;100;480;165;5;65;10;300;110;5;50;5
06439;Rheingau-Taunus-Kreis  ;2015;20325;7890;10310;5945;10015;460;375;95;2370;470;315;265;80;1295;340;180;135;40;245;75;10;25;5;215;75;10;25;0
06440;Wetteraukreis  ;2015;33235;14235;14000;8325;19235;860;620;85;3570;735;510;430;55;2095;425;385;280;30;525;250;10;25;5;370;170;10;20;5
065;Regierungsbezirk Gießen ;2015;98525;42985;35065;19465;63465;6040;2495;905;13175;3040;2460;1195;365;7040;1790;1720;555;185;1870;845;30;80;45;1280;605;30;60;35
06531;Gießen  ;2015;27050;9745;9510;5220;17540;2320;775;310;3815;845;865;280;85;2145;555;690;130;55;540;185;10;30;5;240;85;10;20;0
06532;Lahn-Dill-Kreis  ;2015;23680;12865;8055;4260;15625;975;390;180;3080;875;440;205;90;1605;530;300;75;25;490;235;5;15;5;385;185;5;15;5
06533;Limburg-Weilburg  ;2015;18135;8460;6965;3735;11170;1020;570;160;2255;530;320;295;65;1300;325;210;185;50;215;115;5;15;0;185;95;5;10;0
06534;Marburg-Biedenkopf  ;2015;23895;10120;8235;4735;15660;1315;475;170;3090;575;690;310;95;1620;285;470;140;45;470;220;10;15;25;365;175;10;10;20
06535;Vogelsbergkreis  ;2015;5765;1795;2305;1520;3465;405;285;85;935;220;140;105;35;370;95;50;30;10;160;85;0;5;10;105;60;0;5;5
066;Regierungsbezirk Kassel ;2015;94795;35860;35935;22355;58855;5330;2670;960;13250;2005;2465;1450;510;7200;1190;1575;780;270;1425;435;15;115;30;1130;320;15;105;25
06611;Kassel, Stadt _  ;2015;46270;19325;16180;9945;30090;2240;1375;455;5405;715;880;710;230;3300;405;570;465;130;545;175;5;50;15;425;140;5;40;10
06631;Fulda  ;2015;14630;5405;5430;3465;9200;800;395;135;2385;440;410;230;75;1325;275;300;120;35;230;80;0;10;0;190;65;0;10;0
06632;Hersfeld-Rotenburg  ;2015;7875;2620;3585;2635;4290;680;220;120;1240;200;410;120;70;745;175;285;60;50;110;15;0;20;0;95;10;0;20;0
06634;Schwalm-Eder-Kreis  ;2015;9625;3305;4155;2850;5470;380;245;70;1535;250;200;175;55;590;135;90;60;20;185;40;5;15;5;145;25;5;15;5
06635;Waldeck-Frankenberg  ;2015;11115;3895;4545;2160;6570;915;295;140;1730;225;390;130;60;825;115;225;55;30;225;75;0;15;5;160;35;0;15;5
06636;Werra-Meißner-Kreis  ;2015;5285;1305;2040;1295;3245;315;140;45;955;170;170;85;20;415;85;105;20;5;135;50;0;5;5;115;50;0;5;5
07;Rheinland-Pfalz;2015;394090;157065;190355;103260;203730;17315;5125;2660;42170;11760;8740;2620;1630;22145;5745;6225;1200;1360;6225;3090;255;330;225;4605;2310;230;295;195
071;Regierungsbezirk Koblenz (früher) ;2015;115270;46305;48650;28635;66620;6345;1490;680;16030;4530;4155;925;440;8950;2395;3045;410;370;2165;1135;80;110;60;1605;860;65;100;40
07111;Koblenz, Stadt  ;2015;12700;4085;5055;3270;7645;555;135;165;2110;315;410;105;100;1420;160;305;70;90;160;80;5;10;5;135;75;5;10;5
07131;Ahrweiler  ;2015;11835;5105;5170;2530;6660;1170;50;85;1745;475;825;40;55;1225;325;660;20;45;155;75;20;0;5;95;55;10;0;5
07132;Altenkirchen (Westerwald)  ;2015;7540;4005;2885;1515;4655;265;155;45;1045;315;200;150;35;460;125;150;45;25;195;100;0;25;5;180;95;0;25;0
07133;Bad Kreuznach  ;2015;14020;5810;6070;3780;7950;345;250;80;1630;330;240;200;50;1065;195;215;115;45;120;50;0;10;5;70;25;0;10;0
07134;Birkenfeld  ;2015;5795;1065;2125;1310;3665;285;90;20;845;240;200;60;10;350;50;170;40;5;275;140;0;5;10;30;5;0;0;5
07135;Cochem-Zell  ;2015;4235;730;2455;1530;1780;335;95;15;615;200;135;25;10;235;75;85;5;10;130;75;5;5;0;125;70;5;5;0
07137;Mayen-Koblenz  ;2015;13585;5500;5385;3085;8205;1045;105;55;2275;650;765;90;45;1260;355;535;40;35;275;145;5;5;10;240;130;5;5;5
07138;Neuwied  ;2015;14860;7010;5730;3175;9130;770;115;135;2155;750;570;85;90;1380;495;450;35;65;265;150;10;5;20;205;115;10;5;15
07140;Rhein-Hunsrück-Kreis  ;2015;6340;2000;2900;1840;3440;420;140;5;765;295;185;45;0;355;170;115;15;0;150;85;10;10;0;140;85;10;10;0
07141;Rhein-Lahn-Kreis  ;2015;8895;3590;3770;2255;5120;575;230;30;1280;435;280;70;20;595;235;170;10;15;215;100;20;15;0;180;80;20;15;0
07143;Westerwaldkreis  ;2015;15460;7400;7095;4350;8365;590;115;40;1565;520;345;60;30;605;210;190;20;25;225;135;5;20;5;200;125;5;20;0
072;"Regierungsbezirk Trier (früher) ";2015;49780;9525;31525;13970;18255;2310;570;195;5060;1515;980;215;130;2115;530;550;100;110;960;505;20;25;10;470;255;20;15;5
07211;Trier, Stadt  ;2015;14085;3000;6895;3235;7190;1055;270;95;1805;540;325;65;55;765;110;160;35;50;420;210;0;10;0;25;10;0;0;0
07231;Bernkastel-Wittlich  ;2015;8750;2150;5335;3630;3410;250;50;15;955;300;170;45;5;400;165;95;20;5;130;65;0;10;0;115;55;0;5;0
07232;Eifelkreis Bitburg-Prüm  ;2015;10405;1430;7760;2780;2645;400;125;40;790;235;145;45;30;275;70;65;20;25;195;105;10;5;0;175;100;10;5;0
07233;Vulkaneifel  ;2015;3820;805;2105;1120;1715;275;70;10;500;170;110;20;5;200;65;70;10;0;105;65;10;0;0;85;60;10;0;0
07235;Trier-Saarburg  ;2015;12720;2140;9430;3210;3290;330;50;35;1010;270;235;45;30;475;115;160;15;25;110;60;0;5;5;70;35;0;0;5
073;Regierungsbezirk  Rheinhessen-Pfalz (früher)  ;2015;229040;101235;110180;60655;118860;8660;3070;1785;21080;5720;3605;1480;1060;11080;2820;2630;690;885;3105;1450;155;200;155;2530;1190;145;180;145
07311;Frankenthal (Pfalz), Stadt  ;2015;7810;4160;4240;2195;3570;250;70;55;565;165;80;35;35;325;100;65;20;35;40;25;0;5;0;20;10;0;5;0
07312;Kaiserslautern, Stadt  ;2015;13345;4300;5060;2160;8285;510;155;40;1215;275;210;50;15;725;115;150;30;15;180;95;35;5;0;130;65;35;5;0
07313;Landau in der Pfalz, Stadt  ;2015;4195;1530;2115;1100;2080;145;30;30;630;190;115;25;20;335;110;85;10;20;60;35;0;0;0;50;30;0;0;0
07314;Ludwigshafen am Rhein, Stadt  ;2015;41285;23805;20825;10665;20460;895;395;805;2635;780;375;170;440;1735;475;290;105;360;405;170;15;25;80;360;150;15;25;75
07315;Mainz, Stadt  ;2015;35060;17910;15935;6945;19125;705;540;455;3075;475;425;370;290;2190;285;350;270;280;245;60;30;30;10;225;55;30;30;10
07316;Neustadt an der Weinstraße, Stadt  ;2015;4960;1675;2390;1440;2565;290;85;15;530;110;115;60;10;260;45;100;25;5;80;15;5;5;0;75;15;5;5;0
07317;Pirmasens, Stadt  ;2015;3095;1085;1270;700;1825;120;25;15;460;170;80;10;10;250;100;65;5;5;50;30;0;0;0;45;30;0;0;0
07318;Speyer, Stadt  ;2015;6015;2705;2470;1360;3550;335;70;25;620;170;130;35;15;375;85;100;20;10;80;55;0;0;5;55;40;0;0;5
07319;Worms, Stadt  ;2015;13535;5880;6895;4760;6640;245;80;30;1065;230;190;60;20;630;130;150;20;15;100;35;0;15;5;90;35;0;15;5
07320;Zweibrücken, Stadt  ;2015;2800;860;1160;625;1640;305;55;10;400;135;130;20;5;250;80;110;5;5;25;15;0;0;0;20;15;0;0;0
07331;Alzey-Worms  ;2015;10065;4220;5125;3620;4940;190;100;25;1070;420;150;90;20;440;195;110;40;10;225;140;10;10;10;160;105;10;10;5
07332;Bad Dürkheim  ;2015;10885;3670;5865;3730;5025;570;175;40;1145;405;230;60;20;490;170;160;15;5;250;125;15;20;10;225;115;15;20;10
07333;Donnersbergkreis  ;2015;5060;2345;1965;1245;3095;70;65;0;530;235;40;55;0;265;150;35;15;0;100;45;0;20;0;55;20;0;10;0
07334;Germersheim  ;2015;14590;6545;6240;4165;8345;580;165;40;1140;325;160;35;25;505;135;115;10;20;185;100;10;5;10;180;95;10;5;10
07335;Kaiserslautern  ;2015;7315;1915;3035;1570;4280;535;145;35;855;215;185;55;30;345;75;150;5;20;155;60;0;0;5;145;60;0;0;5
07336;Kusel  ;2015;3660;955;1375;715;2285;280;85;25;560;210;80;25;20;225;80;60;15;10;150;105;0;0;5;145;105;0;0;5
07337;Südliche Weinstraße  ;2015;7550;2050;4330;2885;3225;555;110;30;690;180;150;35;15;260;75;105;0;10;125;50;5;10;5;110;45;5;10;5
07338;Rhein-Pfalz-Kreis  ;2015;14585;6715;8035;4680;6550;460;165;40;1370;470;180;65;25;560;210;115;40;15;300;155;5;10;10;255;140;5;10;10
07339;Mainz-Bingen  ;2015;19505;8020;10175;5240;9330;1300;495;70;2000;395;485;205;45;765;150;265;40;40;245;80;25;30;0;150;60;20;30;0
07340;Südwestpfalz  ;2015;3725;900;1685;860;2040;315;60;5;525;165;90;10;5;140;50;55;0;0;110;55;0;0;0;30;10;0;0;0
08;Baden-Württemberg;2015;1544665;841025;781430;383610;763235;38625;9995;17700;119440;37990;19595;4635;9985;62770;23190;10575;2085;6855;17560;8730;760;385;855;14690;7030;735;345;785
081;Regierungsbezirk Stuttgart ;2015;655360;395520;336860;156920;318500;14385;3785;6030;44880;14045;7625;1925;3480;25075;9135;4475;970;2480;6470;3060;305;160;285;5390;2425;285;150;255
08111;Stuttgart, Stadt  ;2015;152395;88440;79185;33900;73215;1675;1085;2105;10440;2965;890;620;1370;7295;1990;720;395;1090;1085;585;10;40;75;875;470;10;30;65
08115;Böblingen  ;2015;65690;42280;33345;14025;32345;1345;335;435;3460;1175;620;105;190;1795;680;375;35;105;585;330;30;5;20;440;235;30;5;20
08116;Esslingen  ;2015;84805;53785;43920;18690;40880;1505;650;740;5600;1730;800;340;430;3125;1220;480;175;310;815;355;45;30;45;720;300;45;30;40
08117;Göppingen  ;2015;37650;25175;18655;9215;18995;875;200;255;2200;685;505;110;155;1245;460;360;35;95;285;110;5;5;20;225;75;5;5;20
08118;Ludwigsburg  ;2015;91135;60185;49505;19990;41630;1615;460;575;5360;1800;940;230;355;2585;1065;495;95;215;910;420;40;35;40;795;355;40;30;35
08119;Rems-Murr-Kreis  ;2015;63315;42440;35780;13090;27535;1605;255;350;4510;1485;810;130;175;2235;1015;430;65;130;715;310;20;10;10;645;270;15;10;10
08121;Heilbronn, Stadt  ;2015;30110;18070;12345;7205;17760;825;80;575;2515;1005;500;35;350;1950;865;330;25;290;175;85;15;5;10;105;55;10;5;10
08125;Heilbronn  ;2015;45050;24255;21620;14220;23430;1300;200;315;3325;1310;770;90;165;1750;875;470;25;90;680;335;75;10;25;495;215;75;10;15
08126;Hohenlohekreis  ;2015;9575;4260;5470;3455;4105;345;50;45;870;135;225;35;25;320;85;110;15;5;155;20;40;5;5;150;20;40;5;5
08127;Schwäbisch Hall  ;2015;18210;6560;9700;7220;8510;480;190;250;1510;405;175;65;60;560;195;60;30;35;310;145;0;5;5;275;125;0;5;5
08128;Main-Tauber-Kreis  ;2015;9500;3650;4555;3245;4945;500;105;130;1090;250;310;70;50;410;110;115;30;25;125;60;15;5;5;110;45;15;5;5
08135;Heidenheim  ;2015;16615;9305;8650;4935;7960;700;35;95;1375;395;465;5;50;615;205;255;0;25;190;100;5;0;5;175;85;5;0;5
08136;Ostalbkreis  ;2015;31315;17110;14125;7725;17190;1615;140;155;2620;715;620;90;100;1195;370;275;40;70;440;200;5;15;15;380;165;0;15;15
082;Regierungsbezirk Karlsruhe ;2015;407730;200025;202730;111495;204995;8715;2995;6315;29320;8755;3470;1020;3415;16200;4875;1830;455;2570;4630;2460;180;95;270;3670;1860;175;90;250
08211;Baden-Baden, Stadt  ;2015;9125;3170;4605;2525;4520;185;5;95;1275;170;90;5;65;935;125;10;0;55;105;30;10;0;5;100;25;10;0;5
08212;Karlsruhe, Stadt  ;2015;54635;20925;26515;14900;28120;1300;235;565;3570;640;365;85;255;2255;320;170;60;215;440;195;5;5;20;140;20;0;0;15
