key;name;year;for_pop;for_anwerber;for_EU28;for_EUeast;for_notEU;for_syria;for_afghan;for_iraq;ss_total;ss_anwerber;ss_syria;ss_afghan;ss_iraq;ss_total_accept;ss_anwerber_accept;ss_syria_accept;ss_afghan_accept;ss_iraq_accept;ss_total_denied;ss_anwerber_denied;ss_syria_denied;ss_afghan_denied;ss_iraq_denied;ss_total_duldung;ss_anwerber_duldung;ss_syria_duldung;ss_afghan_duldung;ss_iraq_duldung
15081;Altmarkkreis Salzwedel  ;2013;1600;240;630;480;970;50;60;15;345;90;35;55;15;145;20;30;30;10;100;50;0;0;0;80;40;0;0;0
15082;Anhalt-Bitterfeld  ;2013;3850;765;1175;800;2675;30;5;25;650;130;25;0;15;155;30;20;0;5;335;70;0;0;10;300;65;0;0;5
15083;Börde  ;2013;2470;455;895;565;1580;60;5;45;685;130;45;0;40;240;60;25;0;25;260;50;0;0;15;250;45;0;0;15
15084;Burgenlandkreis  ;2013;4805;455;3105;2755;1700;150;30;65;620;105;95;25;55;215;15;75;10;15;230;60;5;0;35;220;60;0;0;35
15085;Harz  ;2013;3035;560;1100;675;1935;50;25;45;705;130;35;25;30;185;30;5;0;25;65;10;0;0;5;50;5;0;0;5
15086;Jerichower Land  ;2013;1250;185;400;290;850;20;25;50;325;45;10;25;45;100;20;5;5;20;110;15;0;10;20;90;10;0;10;20
15087;Mansfeld-Südharz  ;2013;2110;575;580;360;1535;100;30;55;690;250;65;30;45;295;135;55;15;15;230;80;5;5;25;220;75;5;5;25
15088;Saalekreis  ;2013;3640;915;1530;1085;2110;40;15;45;765;185;25;10;30;305;100;10;5;10;265;55;10;0;20;245;50;10;0;15
15089;Salzlandkreis  ;2013;3380;605;925;620;2455;75;20;35;815;185;55;15;20;275;85;55;0;5;285;60;0;0;10;275;55;0;0;10
15090;Stendal  ;2013;1840;420;450;255;1385;85;45;65;570;190;80;45;40;285;85;65;15;25;130;65;0;0;10;115;55;0;0;10
15091;Wittenberg  ;2013;1905;335;755;565;1150;20;5;5;495;80;15;5;5;180;40;15;0;0;150;20;0;0;5;130;15;0;0;5
16;Thüringen;2013;46985;8920;17565;12320;29420;970;1100;730;8335;2320;565;985;510;4490;800;270;385;290;1805;865;10;50;120;1605;755;5;40;110
16051;Erfurt, Stadt  ;2013;8330;1395;2405;1655;5925;155;360;240;2215;285;95;310;170;1900;185;80;250;150;120;55;0;5;5;115;55;0;0;5
16052;Gera, Stadt  ;2013;1895;385;670;505;1230;35;40;30;315;90;20;35;20;150;35;15;5;5;85;30;0;5;10;85;30;0;5;5
16053;Jena, Stadt  ;2013;5830;880;1685;760;4145;125;45;30;680;70;75;35;20;520;15;40;5;15;45;25;0;0;0;30;15;0;0;0
16054;Suhl, Stadt  ;2013;1000;245;475;390;520;20;15;5;200;85;10;15;0;100;40;0;5;0;50;30;0;0;0;35;25;0;0;0
16055;Weimar, Stadt  ;2013;3325;705;920;370;2400;60;20;30;305;100;20;10;20;190;45;20;0;15;60;35;0;5;0;45;30;0;0;0
16056;Eisenach, Stadt  ;2013;1430;425;610;445;815;10;25;35;295;150;5;25;15;220;110;5;15;15;40;25;0;0;0;40;25;0;0;0
16061;Eichsfeld  ;2013;1250;275;465;330;785;30;30;10;280;110;25;30;5;140;35;10;10;5;65;45;0;5;0;60;40;0;5;0
16062;Nordhausen  ;2013;1675;295;650;500;1025;35;35;25;285;70;25;30;20;140;20;5;5;10;65;20;5;5;5;50;10;0;5;5
16063;Wartburgkreis  ;2013;1685;310;840;705;845;35;30;15;260;110;25;30;10;50;5;5;0;5;105;60;0;0;5;105;60;0;0;5
16064;Unstrut-Hainich-Kreis  ;2013;1350;285;485;380;865;15;30;20;260;95;10;30;20;70;25;10;0;5;105;50;0;5;10;75;30;0;5;10
16065;Kyffhäuserkreis  ;2013;930;205;370;295;555;5;20;5;160;80;5;20;5;50;25;0;5;5;60;45;0;0;0;55;35;0;0;0
16066;Schmalkalden-Meiningen  ;2013;2000;430;835;560;1165;35;30;20;275;95;15;30;15;55;10;0;15;5;150;55;0;0;10;145;55;0;0;10
16067;Gotha  ;2013;3190;595;1735;1375;1455;15;80;70;480;135;10;80;50;190;40;5;20;20;145;45;0;0;15;135;45;0;0;15
16068;Sömmerda  ;2013;720;150;345;300;375;5;15;0;105;70;0;10;0;20;5;0;5;0;45;40;0;0;0;30;20;0;0;0
16069;Hildburghausen  ;2013;770;220;315;210;455;15;35;15;215;115;15;30;10;65;30;5;10;10;85;60;0;0;5;80;60;0;0;5
16070;Ilm-Kreis  ;2013;3045;330;1005;750;2040;145;65;40;320;45;45;60;15;120;5;20;5;5;80;35;0;5;5;75;30;0;5;5
16071;Weimarer Land  ;2013;1320;205;550;435;765;55;40;30;250;50;30;35;30;85;20;5;10;15;85;25;0;0;5;85;25;0;0;5
16072;Sonneberg  ;2013;725;160;290;220;430;20;15;10;155;45;15;15;10;70;10;5;5;0;45;20;0;5;10;40;15;0;5;5
16073;Saalfeld-Rudolstadt  ;2013;1490;370;625;440;860;30;40;25;335;160;30;40;20;150;70;20;10;0;90;55;0;0;10;80;45;0;0;10
16074;Saale-Holzland-Kreis  ;2013;1285;340;510;370;775;40;15;15;245;150;30;10;5;20;5;0;0;0;30;10;0;0;0;5;0;0;0;0
16075;Saale-Orla-Kreis  ;2013;1345;325;660;470;690;30;20;5;290;125;20;20;5;100;35;5;0;0;120;70;0;5;0;115;65;0;5;0
16076;Greiz  ;2013;1130;195;545;400;585;35;45;25;200;45;35;45;20;25;5;5;0;5;65;30;0;0;5;60;30;0;0;5
16077;Altenburger Land  ;2013;1265;200;560;440;705;25;45;25;215;45;10;45;25;65;25;0;0;0;75;10;0;5;20;75;10;0;5;20
DG;Deutschland;2014;8152970;3829640;3672395;1833235;4480575;118195;75385;88730;751405;215120;79330;53770;59060;465120;136850;54755;33990;45945;108210;47395;1355;3825;7510;89705;37985;1080;3295;6970
01;Schleswig-Holstein;2014;166540;55430;71120;37620;95420;5150;3890;3170;23390;4395;3905;3230;1910;11970;2340;1895;1120;1240;2715;865;55;355;220;2515;800;50;350;215
01001;Flensburg, Stadt  ;2014;8295;1935;4830;1670;3465;130;125;160;635;100;70;90;110;310;50;25;30;70;65;15;0;15;15;60;10;0;15;15
01002;Kiel, Stadt  ;2014;21815;7285;6845;4160;14970;945;230;1125;3155;445;640;175;580;2245;330;460;95;475;230;50;10;20;50;215;45;10;20;50
01003;Lübeck, Stadt  ;2014;19075;7440;7190;3900;11885;320;290;490;2085;275;235;225;235;1255;140;155;100;185;205;75;5;25;20;195;70;5;25;15
01004;Neumünster, Stadt  ;2014;6425;2765;2030;1570;4395;295;135;85;1115;315;220;100;60;305;105;25;10;20;60;35;5;0;5;40;25;0;0;5
01051;Dithmarschen  ;2014;5220;1245;2630;1760;2590;175;150;70;945;185;150;145;55;365;95;75;35;25;150;55;0;10;5;145;55;0;10;5
01053;Herzogtum Lauenburg  ;2014;10640;4150;4580;2890;6060;250;335;50;1465;440;200;280;45;740;185;120;150;15;235;130;5;20;15;235;130;5;20;15
01054;Nordfriesland  ;2014;8030;1355;4665;2755;3365;255;220;150;1135;135;220;195;95;465;75;120;35;55;145;25;5;25;10;135;20;5;25;10
01055;Ostholstein  ;2014;7880;1935;3910;2125;3975;285;175;135;1235;255;200;150;100;435;100;45;45;60;255;70;0;25;25;215;65;0;25;25
01056;Pinneberg  ;2014;26515;10780;10915;5870;15600;405;710;250;3220;665;330;580;175;1965;455;160;255;115;345;75;10;70;10;300;65;10;70;10
01057;Plön  ;2014;3805;890;1630;815;2180;215;105;40;835;205;190;95;30;325;80;65;15;5;105;65;10;5;5;105;60;10;5;5
01058;Rendsburg-Eckernförde  ;2014;7810;2385;2820;1275;4990;380;205;155;1800;425;320;180;105;870;225;155;50;50;170;60;0;10;15;140;50;0;10;15
01059;Schleswig-Flensburg  ;2014;7060;935;3960;1315;3105;545;200;125;1170;145;295;180;85;495;55;130;30;45;150;55;5;20;10;150;55;5;20;10
01060;Segeberg  ;2014;15800;6060;6955;3145;8845;365;375;160;1835;345;335;295;110;865;175;165;85;50;280;80;0;40;20;265;70;0;40;20
01061;Steinburg  ;2014;5425;1855;2175;1240;3255;265;130;40;965;90;225;115;30;425;45;95;35;10;110;20;0;10;5;110;20;0;10;5
01062;Stormarn  ;2014;12740;4410;6005;3135;6740;310;500;135;1805;365;275;425;100;905;235;100;160;55;205;65;10;55;10;200;60;10;55;10
02;Hamburg;2014;261350;104485;90470;42835;170880;2860;12475;1025;29790;5925;2260;9060;700;20745;3535;1065;7555;465;3385;1470;60;185;70;2840;1190;60;150;60
03;Niedersachsen;2014;570990;215780;258650;139285;312340;17015;4520;10075;76300;24385;11725;3350;6825;51185;16080;9270;2170;5570;11475;5930;210;355;695;10345;5250;180;335;670
031;Statistische Region Braunschweig ;2014;112535;53555;43340;19735;69195;3295;550;1095;13075;4940;2160;410;635;8155;2995;1780;260;490;2460;1380;45;55;95;2215;1225;40;50;90
03101;Braunschweig, Stadt  ;2014;23055;9980;8810;4715;14245;415;50;150;1165;330;230;25;50;805;185;215;20;35;105;40;0;0;10;60;15;0;0;5
03102;Salzgitter, Stadt  ;2014;11620;7045;3335;2290;8285;520;30;85;1095;260;385;20;50;745;195;275;5;35;160;55;15;10;15;150;50;15;10;15
03103;Wolfsburg, Stadt  ;2014;15225;8460;9035;2145;6190;580;45;190;1570;440;445;30;145;1120;325;350;15;130;205;100;0;0;10;190;90;0;0;10
03151;Gifhorn  ;2014;8865;4540;3865;1640;5000;155;20;100;1000;525;125;15;50;505;205;100;5;45;310;235;5;0;5;265;195;0;0;5
03152;Göttingen  ;2014;18990;7275;6075;2810;12915;410;215;240;2360;1025;155;155;115;1570;730;115;85;80;415;230;5;25;10;385;215;5;20;10
03153;Goslar  ;2014;8635;3745;2780;1215;5850;255;30;40;1040;510;115;25;20;635;240;110;20;15;220;155;0;0;5;195;140;0;0;5
03154;Helmstedt  ;2014;4100;1940;1660;845;2440;85;10;50;650;170;50;10;40;260;95;50;5;20;150;55;0;0;15;140;50;0;0;15
03155;Northeim  ;2014;5925;2755;2215;1035;3705;225;50;85;1400;660;180;45;50;925;470;145;40;35;270;170;0;0;15;245;150;0;0;15
03156;Osterode am Harz  ;2014;3290;1880;1130;425;2160;75;20;15;550;225;55;20;10;210;75;50;10;10;165;115;0;10;5;155;105;0;10;5
03157;Peine  ;2014;7400;3815;2380;1585;5020;255;45;110;1265;515;190;45;75;855;355;155;30;65;245;130;15;0;10;230;115;15;0;10
03158;Wolfenbüttel  ;2014;5430;2120;2050;1030;3380;315;30;30;975;270;230;20;30;520;120;215;15;25;215;110;0;0;0;195;100;0;0;0
03159;Göttingen    ;2014;22280;9155;7205;3235;15075;485;235;255;2910;1250;210;175;125;1780;805;165;95;90;580;345;5;35;15;540;320;5;30;15
032;Statistische Region Hannover ;2014;195195;83820;75700;41195;119495;6090;2105;4550;27855;6990;4395;1415;3075;21300;5080;3725;1080;2600;3040;1410;85;85;240;2725;1245;75;80;230
03241;Region Hannover  ;2014;136535;58830;52095;27740;84440;3455;1665;3705;18500;3970;2440;1095;2430;15055;3160;2125;875;2080;1620;610;50;55;180;1450;535;45;50;175
03251;Diepholz  ;2014;11630;3425;5655;4100;5975;470;85;90;1775;670;335;60;55;1095;365;300;40;45;310;185;0;0;5;275;160;0;0;5
03252;Hameln-Pyrmont  ;2014;11665;5670;4380;2215;7285;395;90;85;1740;540;300;75;65;1245;370;235;50;35;235;120;20;5;15;225;115;20;5;15
03254;Hildesheim  ;2014;16410;7005;6020;3110;10390;795;130;445;2965;800;600;90;360;2000;555;445;55;305;410;205;5;20;20;375;185;5;20;20
03255;Holzminden  ;2014;3130;1645;850;285;2280;145;25;10;425;90;115;20;10;255;55;100;15;10;40;20;0;0;0;35;15;0;0;0
03256;Nienburg (Weser)  ;2014;6300;2160;2690;1715;3610;560;60;125;1155;330;415;45;95;875;235;365;20;75;115;65;0;0;5;95;50;0;0;5
03257;Schaumburg  ;2014;9525;5085;4005;2025;5520;270;45;90;1300;595;190;30;65;775;340;155;20;50;310;205;5;5;10;270;185;5;5;10
033;Statistische Region Lüneburg ;2014;85565;29375;38930;21345;46640;2390;965;905;14200;5595;1715;805;600;8215;3690;1300;490;450;2535;1325;30;90;105;2260;1155;25;85;100
03351;Celle  ;2014;9505;3090;4165;2020;5335;430;20;310;1860;850;315;15;200;1355;690;255;15;165;240;120;0;0;20;210;100;0;0;20
03352;Cuxhaven  ;2014;9785;4815;5130;1870;4655;170;90;55;1550;775;115;80;40;790;450;85;40;30;320;175;5;15;10;305;170;5;15;10
03353;Harburg  ;2014;12035;3955;4805;2500;7230;240;210;45;1825;415;145;155;35;940;295;95;110;15;305;100;0;15;10;265;85;0;15;10
03354;Lüchow-Dannenberg  ;2014;2245;545;1220;905;1020;75;85;0;420;170;55;80;0;180;75;35;40;0;75;45;0;5;0;65;40;0;5;0
03355;Lüneburg  ;2014;8365;2620;3375;1835;4990;310;150;130;1640;435;255;130;85;945;285;160;75;65;265;120;10;10;15;255;115;10;10;15
03356;Osterholz  ;2014;5090;1930;1990;1100;3100;135;30;35;1045;535;110;25;25;645;345;85;15;20;145;105;0;10;5;130;90;0;10;5
03357;Rotenburg (Wümme)  ;2014;7960;1980;4115;2360;3850;120;60;30;1215;490;90;55;15;740;355;70;45;10;160;90;0;0;5;110;55;0;0;5
03358;Heidekreis  ;2014;7825;2475;3730;2095;4095;285;75;70;1285;610;200;60;40;845;455;170;45;30;200;110;5;5;10;165;80;0;5;10
03359;Stade  ;2014;11525;3615;5965;3950;5555;145;90;65;1385;460;100;75;45;550;220;50;40;25;425;180;5;20;10;375;160;5;10;5
03360;Uelzen  ;2014;3590;930;1625;1110;1965;205;85;25;620;200;115;75;10;370;105;105;35;10;120;65;0;10;0;115;65;0;10;0
03361;Verden  ;2014;7645;3415;2805;1600;4840;270;75;135;1360;650;215;55;100;850;415;195;35;80;280;210;0;5;25;270;200;0;5;25
034;Statistische Region Weser-Ems ;2014;177690;49035;100680;57015;77010;5235;905;3530;21170;6855;3455;720;2515;13510;4315;2470;340;2025;3440;1810;45;125;255;3145;1625;40;125;245
03401;Delmenhorst, Stadt  ;2014;8140;3435;3220;2440;4920;230;50;165;935;345;145;35;100;705;235;130;20;90;120;95;0;5;0;115;85;0;5;0
03402;Emden, Stadt  ;2014;3640;1150;1930;1210;1710;120;20;40;475;195;85;15;20;245;85;60;15;15;120;70;0;0;0;115;70;0;0;0
03403;Oldenburg (Oldenburg), Stadt   ;2014;11525;3270;4070;2325;7450;355;100;1060;2150;340;250;90;820;1700;305;210;35;710;165;20;5;10;55;155;15;0;10;55
03404;Osnabrück, Stadt  ;2014;17650;7560;7505;3840;10145;520;85;115;1855;360;365;55;75;1355;295;265;30;45;125;50;0;5;15;115;45;0;5;15
03405;Wilhelmshaven, Stadt  ;2014;4700;1785;1970;1200;2725;110;15;105;785;290;60;15;90;435;165;45;10;65;180;80;0;0;25;180;80;0;0;25
03451;Ammerland  ;2014;4955;1170;2435;1660;2515;280;60;130;940;250;210;55;110;550;165;150;25;65;135;45;10;5;10;125;40;10;5;5
03452;Aurich  ;2014;7905;2170;4010;2180;3890;425;75;85;1850;665;300;60;55;1055;420;175;15;25;330;200;5;15;15;305;180;5;15;10
03453;Cloppenburg  ;2014;12970;2220;8225;7155;4745;365;55;400;1480;530;275;55;280;1020;320;215;20;245;220;125;5;15;25;205;110;5;15;25
03454;Emsland  ;2014;25260;4385;18285;10435;6970;460;75;150;2365;1070;280;65;105;1210;560;170;20;65;650;400;5;30;20;585;360;5;30;20
03455;Friesland  ;2014;3080;1000;1300;585;1775;80;60;35;770;295;55;40;25;390;165;35;30;15;180;95;0;0;10;155;80;0;0;10
03456;Grafschaft Bentheim  ;2014;18090;3150;14000;2815;4090;235;60;95;950;385;150;50;65;475;175;110;20;40;270;150;0;15;15;250;145;0;10;15
03457;Leer  ;2014;9315;1600;5995;2085;3315;380;65;95;1120;375;250;50;45;560;230;140;10;35;155;75;5;10;10;130;60;5;10;10
03458;Oldenburg  ;2014;7810;1145;4650;3740;3160;245;35;580;1285;270;165;30;410;970;195;120;15;370;105;55;5;5;20;90;45;0;5;20
03459;Osnabrück  ;2014;22035;8210;12730;7620;9305;585;50;145;1645;655;275;35;80;1150;445;220;30;60;310;155;5;0;10;270;135;5;0;10
03460;Vechta  ;2014;13385;4115;7035;5800;6350;670;35;270;1455;355;475;20;175;1060;250;365;15;140;125;50;0;5;15;110;40;0;5;15
03461;Wesermarsch  ;2014;5280;2015;2315;1325;2965;100;20;65;680;255;60;20;55;420;195;35;10;40;125;55;0;5;10;115;50;0;5;10
03462;Wittmund  ;2014;1965;650;990;590;975;75;35;5;430;220;50;35;5;215;110;20;20;0;120;85;0;5;0;120;80;0;5;0
04;Bremen;2014;96855;43185;35295;20885;61560;2265;665;915;10365;3935;1755;505;640;6740;2425;1190;335;540;1420;860;20;25;35;1265;785;20;25;30
04011;Bremen, Stadt  ;2014;80970;35590;27430;16040;53540;1920;610;870;8920;3210;1490;455;600;5965;2090;990;295;510;1130;645;20;25;30;1010;590;15;25;25
04012;Bremerhaven, Stadt  ;2014;15880;7600;7860;4845;8020;345;55;45;1445;730;265;50;40;775;335;200;35;30;285;220;0;0;5;255;195;0;0;5
05;Nordrhein-Westfalen;2014;2074230;1104805;848305;382300;1225925;31350;10810;27270;204930;71390;21180;6800;18295;132155;45255;16255;4620;15350;31950;17415;375;405;1505;27075;14610;280;340;1400
051;"Regierungsbezirk  Düsseldorf ";2014;716500;375205;307240;136160;409260;7130;3930;8910;63820;22150;4970;2330;5790;42930;13165;3535;1780;5045;10480;6520;105;120;435;9035;5590;90;100;415
05111;Düsseldorf, Stadt  ;2014;135420;60170;57210;21800;78210;1075;520;1355;10510;2070;785;310;845;7450;890;320;235;705;875;440;20;20;55;580;260;15;20;45
05112;Duisburg, Stadt  ;2014;89440;53890;32400;21465;57040;555;150;745;5310;2100;375;90;400;3615;1430;275;65;365;940;525;5;10;30;855;480;5;10;25
05113;Essen, Stadt  ;2014;76210;34235;25195;13880;51010;1390;1325;2695;10085;2995;845;795;1865;7830;1680;780;735;1770;1755;1220;25;15;45;1555;1085;25;5;45
05114;Krefeld, Stadt  ;2014;31185;16780;15340;7680;15840;175;120;235;2420;820;135;85;140;1380;315;75;50;90;550;395;5;5;30;515;370;5;0;30
05116;Mönchengladbach, Stadt  ;2014;33520;16515;14585;7010;18935;385;320;640;3285;915;310;160;475;2215;480;230;120;450;505;325;0;0;10;435;275;0;0;10
05117;Mülheim an der Ruhr, Stadt  ;2014;21670;11340;6555;3185;15110;310;70;520;2885;1190;230;35;350;2245;885;205;25;320;335;245;5;0;20;285;210;5;0;20
05119;Oberhausen, Stadt  ;2014;26535;17585;7695;3650;18840;290;300;135;2520;1100;200;95;110;1780;870;120;85;85;320;175;10;0;20;295;160;10;0;20
05120;Remscheid, Stadt  ;2014;16720;13535;7040;1945;9680;125;15;25;1035;525;110;15;20;615;350;65;10;10;210;115;0;0;5;150;80;0;0;5
05122;Solingen, Stadt  ;2014;22650;16365;11555;2975;11100;230;100;80;1580;525;175;70;60;980;325;135;50;35;230;105;0;0;20;215;95;0;0;20
05124;Wuppertal, Stadt  ;2014;58900;35085;25305;10140;33595;830;250;825;6370;2690;530;130;420;4845;1705;455;95;400;1005;860;5;0;10;830;710;5;0;10
05154;Kleve  ;2014;38490;5170;30290;11885;8200;275;150;160;2470;1020;190;95;105;1195;700;100;40;50;560;230;0;15;35;475;185;0;15;35
05158;Mettmann  ;2014;54995;34400;25720;9690;29275;395;180;285;4840;2120;265;125;200;2630;1050;180;75;140;1240;860;5;10;45;1115;775;5;10;40
05162;Rhein-Kreis Neuss  ;2014;52075;28725;23050;9875;29025;455;185;695;4320;1505;350;135;435;2790;890;275;85;390;745;430;5;10;35;620;375;0;5;30
05166;Viersen  ;2014;23670;10180;13455;5315;10215;235;125;110;2120;735;170;90;85;1115;475;120;45;45;415;160;0;10;25;385;140;0;10;25
05170;Wesel  ;2014;35025;21230;11845;5660;23180;400;120;405;4070;1840;295;100;270;2240;1120;195;60;195;800;435;10;15;50;730;385;10;15;50
053;Regierungsbezirk Köln ;2014;561000;289285;228365;92145;332635;7060;3480;8350;49540;14875;4575;2030;5070;32870;9635;3425;1445;4280;6905;3435;75;130;415;5800;2900;55;105;370
05314;Bonn, Stadt  ;2014;48385;16990;15785;6275;32600;1745;415;745;4635;735;1025;200;415;3625;555;950;150;325;465;100;10;15;55;230;45;5;5;40
05315;Köln, Stadt  ;2014;203735;116750;74625;27145;129110;1465;1365;4385;16070;4630;960;730;2535;12065;2850;570;605;2310;2045;1385;10;40;105;1800;1240;5;35;95
05316;Leverkusen, Stadt  ;2014;22145;13365;9255;3940;12890;320;105;345;2090;600;230;60;225;1550;425;180;45;205;215;115;0;5;5;190;105;0;5;5
05334;Städteregion Aachen  ;2014;71805;33525;26670;11050;45140;1285;505;935;6870;1955;735;290;620;4630;1340;580;170;485;885;385;15;25;70;705;285;5;15;65
05358;Düren  ;2014;23810;11170;9635;4885;14175;300;65;295;2695;1010;245;50;190;1545;690;175;30;150;460;205;0;5;20;425;185;0;5;15
05362;Rhein-Erft-Kreis  ;2014;57655;29895;26910;14710;30750;470;405;605;4465;1495;330;235;370;2810;970;280;170;295;655;305;0;10;45;560;265;0;5;45
05366;Euskirchen  ;2014;9685;4220;4495;1815;5190;125;50;105;1395;540;85;45;65;620;345;45;15;50;235;130;0;5;5;215;120;0;5;5
05370;Heinsberg  ;2014;25470;9495;15090;3825;10380;135;55;145;1725;570;105;40;100;740;315;60;15;60;380;155;10;5;30;355;145;10;5;30
05374;Oberbergischer Kreis  ;2014;21855;13255;10450;4435;11405;230;60;105;1980;650;175;55;80;960;455;95;30;40;350;100;10;5;20;320;80;10;5;20
05378;"Rheinisch-Bergischer  Kreis  ";2014;23365;12875;11385;4045;11980;165;150;315;2205;690;135;100;220;1115;385;90;65;185;400;170;5;5;15;355;140;5;5;15
05382;Rhein-Sieg-Kreis  ;2014;53080;27745;24065;10025;29015;820;310;370;5410;2000;545;220;255;3200;1305;405;150;175;820;390;10;10;45;640;290;5;10;40
055;Regierungsbezirk Münster ;2014;232700;124895;88420;46550;144275;4120;850;2095;28530;13460;2705;625;1360;16920;8560;2120;350;1015;5560;3410;60;30;170;4715;2860;40;25;160
05512;Bottrop, Stadt  ;2014;10280;6865;2880;1315;7400;150;55;80;1080;415;95;40;50;595;265;70;25;30;185;75;15;0;10;175;70;15;0;10
05513;Gelsenkirchen, Stadt  ;2014;45385;29950;13955;9515;31430;305;70;650;4060;2330;180;40;345;2785;1520;175;35;300;870;650;0;0;25;790;605;0;0;25
05515;Münster, Stadt  ;2014;26370;9905;10955;4845;15410;825;150;295;3765;1435;525;90;205;2300;760;415;60;145;730;475;15;5;35;675;445;0;5;35
05554;Borken  ;2014;29860;9365;17965;6535;11895;930;110;315;3655;1450;595;75;205;1845;785;465;35;160;845;425;20;5;20;710;345;15;5;15
05558;Coesfeld  ;2014;10210;3515;5115;3470;5095;215;40;80;1915;950;150;35;50;950;605;95;20;25;395;220;5;0;10;335;185;5;0;10
05562;Recklinghausen  ;2014;59705;38830;17040;9830;42665;700;225;375;6180;2750;460;170;275;3755;1730;340;95;195;1090;705;0;5;35;880;550;0;5;35
05566;Steinfurt  ;2014;29425;14390;12455;6400;16970;510;120;180;4990;2970;370;105;135;3090;2140;290;50;90;890;620;0;10;20;780;530;0;10;20
05570;Warendorf  ;2014;21465;12080;8055;4640;13415;485;80;120;2880;1165;335;65;95;1595;745;265;30;65;550;240;0;5;15;365;135;0;5;10
057;Regierungsbezirk Detmold ;2014;171120;79940;70930;37485;100195;5645;1100;4675;24050;6845;4110;810;3835;15495;4810;3470;450;3340;2815;1055;35;40;240;2470;890;30;35;230
05711;Bielefeld, Stadt  ;2014;45880;25475;14805;6750;31070;750;250;2840;7165;2130;515;200;2375;4810;1435;380;60;2150;430;205;0;5;100;305;140;0;0;95
05754;Gütersloh  ;2014;37740;16125;20975;13645;16760;910;130;730;3770;1220;650;100;630;2635;970;585;65;560;460;155;5;5;30;360;110;0;5;30
05758;Herford  ;2014;18680;9930;7340;3585;11340;420;100;170;2405;840;325;75;135;1515;630;270;40;90;340;125;0;5;20;295;95;0;5;20
05762;Höxter  ;2014;5690;2455;2225;1070;3465;135;40;50;940;220;100;40;45;305;100;50;15;15;230;70;0;0;15;205;65;0;0;10
05766;Lippe  ;2014;21590;9950;7765;3850;13825;1045;160;285;3390;925;740;135;210;2075;670;650;85;145;515;165;10;5;45;495;160;10;5;45
05770;Minden-Lübbecke  ;2014;18285;7460;7145;3420;11145;1290;190;385;3430;715;980;115;270;2310;490;885;85;240;415;140;5;5;10;400;135;0;5;10
05774;Paderborn  ;2014;23255;8545;10670;5170;12585;1100;230;215;2950;795;795;150;170;1840;515;660;100;140;425;195;15;15;15;410;190;15;15;15
059;Regierungsbezirk Arnsberg ;2014;392910;235480;153350;69960;239560;7385;1450;3240;38990;14060;4825;1000;2235;23940;9085;3700;590;1665;6185;2995;100;90;245;5055;2375;65;75;225
05911;Bochum, Stadt  ;2014;39005;18945;12640;6565;26365;1060;265;605;4405;1485;660;105;340;3080;865;535;95;290;750;490;15;5;20;680;450;10;5;20
05913;Dortmund, Stadt  ;2014;92100;50210;31800;17365;60300;1950;310;1055;8885;2370;1025;220;705;5700;1235;715;160;565;1110;485;20;10;60;560;195;5;10;45
05914;Hagen, Stadt  ;2014;27885;19555;13705;4845;14180;465;90;110;2185;915;340;80;90;1645;745;285;45;80;160;100;5;5;5;100;55;0;0;0
05915;Hamm, Stadt  ;2014;23150;13675;7385;5925;15765;390;80;360;1820;570;290;45;280;1215;350;250;35;240;230;130;5;0;15;195;110;5;0;15
05916;Herne, Stadt  ;2014;22440;15045;6810;4350;15630;610;45;70;1840;810;395;20;40;1375;600;365;15;30;260;170;5;0;10;225;150;0;0;10
05954;Ennepe-Ruhr-Kreis  ;2014;28310;17750;12825;4560;15490;405;90;260;3390;1370;290;70;200;2005;1015;210;35;140;610;265;10;5;25;570;230;10;5;25
05958;Hochsauerlandkreis  ;2014;18945;10935;9580;3410;9365;340;60;55;2565;1140;260;55;35;1235;680;165;20;10;520;305;10;5;10;475;285;10;5;10
05962;Märkischer Kreis  ;2014;48795;35070;22545;6340;26250;540;105;200;3580;1360;420;85;150;1815;835;295;35;100;760;335;5;10;25;710;310;5;10;25
05966;Olpe  ;2014;10635;7070;4630;1695;6005;175;50;60;1275;555;130;45;50;750;425;100;15;25;155;60;0;5;10;145;55;0;5;10
05970;Siegen-Wittgenstein  ;2014;24355;12620;9655;5360;14700;475;140;140;3000;1315;310;115;100;1900;995;250;60;65;485;195;5;15;20;455;175;5;10;20
05974;Soest  ;2014;22060;11445;11790;4090;10265;515;45;135;2485;795;380;40;105;1260;465;280;15;55;485;170;10;5;30;415;140;5;5;30
05978;Unna  ;2014;35240;23165;9985;5455;25255;470;165;195;3560;1380;325;120;135;1965;880;245;60;75;655;290;5;15;15;520;220;5;15;15
06;Hessen;2014;861170;424645;404670;209035;456500;8275;13575;2640;66670;15840;4640;8770;1735;46240;12180;3540;6360;1225;6540;2110;115;420;250;4235;1260;85;290;205
064;Regierungsbezirk Darmstadt ;2014;691555;347045;341000;173900;350560;4220;10680;1650;45655;10925;2420;6570;1075;34050;9090;1975;5015;860;3980;1130;85;285;110;2195;550;55;185;75
06411;Darmstadt, Stadt  ;2014;29390;13045;11790;5255;17600;200;265;100;2350;545;90;150;40;1355;310;75;110;20;930;215;15;30;20;35;5;0;0;0
