key;wahlberechtigte;wähler_14;ungültige_14;gültige_14;cdu_14;spd_14;grüne_14;fdp_14;die linke_14;csu_14;freie wähler_14;rep_14;tierschutzpartei_14;familie_14;piraten_14;ödp_14;pbc_14;volksabstimmung_14;bp_14;cm_14;auf_14;dkp_14;büso_14;psg_14;afd_14;pro nrw_14;mlpd_14;npd_14;die partei_14
15081;73088;33174;1062;32112;10735;7111;1422;614;7042;0;280;117;474;775;376;70;53;200;37;143;90;71;24;35;1622;29;62;565;165
15082;143863;61292;2275;59017;18908;11451;1888;1583;13136;0;999;303;1142;1371;575;88;60;325;75;225;165;105;58;48;4761;57;120;1267;307
15083;147327;63238;2382;60856;20303;14529;2216;1644;11356;0;1016;281;1070;1503;716;105;58;407;74;222;168;129;49;45;3274;40;105;1186;360
15084;158118;72570;2462;70108;23288;13536;2440;1730;13923;0;1304;346;1321;1754;780;144;105;469;92;352;193;226;75;69;4813;50;115;2597;386
15085;191721;78141;2534;75607;25794;16852;3168;1687;15235;0;660;280;1546;1602;895;325;119;457;82;262;187;155;72;62;4123;48;112;1494;390
15086;79325;38036;1405;36631;11828;8740;1368;934;7340;0;699;171;658;881;467;89;46;244;49;126;114;79;43;31;1850;15;69;591;199
15087;124226;56178;2231;53947;15139;11422;1510;1762;13396;0;964;359;1157;1301;591;87;80;359;84;228;159;116;59;60;3284;71;99;1346;314
15088;161167;72070;2581;69489;22721;13678;2402;2227;15183;0;1010;352;1201;1652;770;116;67;477;97;212;167;181;54;56;4687;50;125;1576;428
15089;171435;69598;2607;66991;21427;14474;2120;1808;15733;0;728;279;1325;1314;673;123;99;385;64;287;174;140;55;68;3559;50;116;1632;358
15090;97915;41907;1403;40504;13134;9183;1610;922;8890;0;380;196;666;897;528;77;67;234;51;146;115;80;37;36;2132;27;44;833;219
15091;112612;52604;1899;50705;16111;10080;1696;1224;10787;0;1857;303;844;987;618;104;64;242;58;204;121;95;80;48;3369;40;76;1416;281
16051;167978;80621;1513;79108;19500;17183;7121;1627;18993;0;982;280;1116;867;1482;327;54;335;34;44;219;121;24;25;5731;33;117;1867;1026
16052;81727;35553;837;34716;9111;5638;1490;617;10258;0;299;116;481;535;514;69;22;210;19;13;75;67;26;12;3875;15;39;991;224
16053;84679;44245;583;43662;9078;9276;5581;1288;10652;0;319;189;469;377;1467;371;45;158;18;31;69;116;22;15;2968;14;34;434;671
16054;31382;14169;324;13845;3284;2481;577;250;4692;0;317;64;209;193;100;35;12;83;11;15;22;31;3;7;1087;9;23;265;75
16055;50930;25440;457;24983;6538;4896;3408;593;5358;0;183;69;320;285;618;123;22;125;11;13;60;33;11;11;1414;6;35;487;364
16056;34353;17736;319;17417;5046;3389;1053;255;4337;0;119;71;250;238;310;79;19;133;10;13;21;27;10;5;879;5;63;958;127
16061;83965;48132;1208;46924;23869;6300;1653;842;5434;0;1425;155;428;764;333;739;41;197;29;52;115;23;11;16;2775;18;32;1535;138
16062;72675;35305;962;34343;10317;7403;1435;828;8526;0;462;196;476;542;354;111;43;192;13;27;61;45;4;16;1901;16;38;1151;186
16063;107110;58566;1724;56842;19984;11066;1977;910;11328;0;1552;398;682;979;605;122;43;286;27;48;135;52;23;35;3549;18;108;2657;258
16064;88204;43760;1302;42458;14641;8400;1595;964;8943;0;918;302;560;741;453;162;19;241;12;21;97;44;17;28;2607;25;45;1414;209
16065;66767;34500;1164;33336;10381;6789;916;638;8605;0;357;200;484;601;380;40;25;188;18;23;57;40;14;13;1636;16;68;1686;161
16066;107742;55815;1713;54102;18115;10581;2146;1077;11650;0;1287;364;745;1196;596;126;76;261;40;42;110;68;13;12;3639;42;50;1638;228
16067;112936;58637;1705;56932;18236;11737;2327;1047;11325;0;1180;331;824;948;1025;120;58;329;24;44;126;47;20;29;4272;33;83;2348;419
16068;59940;32190;1121;31069;11073;4623;1031;743;6981;0;788;221;480;583;400;49;16;178;20;20;46;33;14;16;2106;9;35;1426;178
16069;55364;29043;849;28194;9292;4941;888;449;6789;0;928;278;446;658;329;59;16;146;25;28;46;34;14;12;1851;7;32;800;126
16070;91602;48216;1573;46643;13631;8263;2175;847;11176;0;1154;265;722;740;684;83;71;251;34;33;75;59;22;15;4585;28;64;1313;353
16071;68439;38718;1143;37575;13206;5962;1760;823;7602;0;1041;258;621;677;565;81;23;210;23;17;92;58;6;46;2797;34;49;1416;208
16072;49647;23448;797;22651;7307;3830;732;486;5869;0;315;178;341;407;259;76;36;130;29;19;24;41;7;12;1528;9;83;810;123
16073;95607;48596;1463;47133;14045;7945;1886;1156;10795;0;907;355;786;947;661;119;38;365;32;38;94;85;19;29;4195;69;56;2204;307
16074;70654;41321;1171;40150;13017;6069;1701;972;9245;0;635;302;572;799;508;111;44;241;33;29;72;48;12;66;3920;14;50;1491;199
16075;71195;38529;1181;37348;12074;6263;1313;849;8772;0;649;287;604;742;446;105;80;259;23;49;125;75;30;17;3114;36;54;1211;171
16076;88102;48740;1551;47189;16510;7660;1604;1050;9941;0;684;264;745;895;486;112;86;254;42;72;120;53;22;27;4559;30;46;1686;241
16077;80935;39093;1436;37657;12448;7121;1063;845;8492;0;347;328;656;778;404;56;56;246;13;45;114;48;23;34;3023;36;52;1237;192
3159;257883;129655;1196;128459;42274;45744;16859;3078;6612;0;796;140;1324;536;1800;277;174;237;59;42;111;119;18;20;6451;43;69;714;962
